tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-09-2026,07:00,29.0,Cerah,50.0,5.6
20-09-2026,08:00,29.0,Cerah,50.0,5.6
20-09-2026,09:00,29.0,Cerah,50.0,5.6
20-09-2026,10:00,29.0,Cerah,50.0,5.6
20-09-2026,11:00,29.0,Cerah,50.0,5.6
20-09-2026,12:00,31.0,Cerah Berawan,50.0,3.8
20-09-2026,13:00,31.0,Cerah Berawan,50.0,3.8
20-09-2026,14:00,31.0,Cerah Berawan,50.0,3.8
20-09-2026,15:00,25.0,Cerah,71.0,5.2
20-09-2026,16:00,25.0,Cerah,71.0,5.2
20-09-2026,17:00,25.0,Cerah,71.0,5.2
20-09-2026,18:00,22.0,Cerah,83.0,2.1
20-09-2026,19:00,22.0,Cerah,83.0,2.1
20-09-2026,20:00,22.0,Cerah,83.0,2.1
20-09-2026,21:00,21.0,Cerah,92.0,2.5
20-09-2026,22:00,21.0,Cerah,92.0,2.5
20-09-2026,23:00,21.0,Cerah,92.0,2.5
