tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
28-06-2026,07:00,28.0,Cerah,56.0,7.0
28-06-2026,08:00,28.0,Cerah,56.0,7.0
28-06-2026,09:00,28.0,Cerah,56.0,7.0
28-06-2026,10:00,28.0,Cerah,56.0,7.0
28-06-2026,11:00,28.0,Cerah,56.0,7.0
28-06-2026,12:00,28.0,Cerah,53.0,5.5
28-06-2026,13:00,28.0,Cerah,53.0,5.5
28-06-2026,14:00,28.0,Cerah,53.0,5.5
28-06-2026,15:00,25.0,Cerah,64.0,4.1
28-06-2026,16:00,25.0,Cerah,64.0,4.1
28-06-2026,17:00,25.0,Cerah,64.0,4.1
28-06-2026,18:00,23.0,Cerah,82.0,1.5
28-06-2026,19:00,23.0,Cerah,82.0,1.5
28-06-2026,20:00,23.0,Cerah,82.0,1.5
28-06-2026,21:00,22.0,Cerah,89.0,4.3
28-06-2026,22:00,22.0,Cerah,89.0,4.3
28-06-2026,23:00,22.0,Cerah,89.0,4.3
