tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-07-2026,07:00,25.0,Berawan,44.0,4.9
27-07-2026,08:00,25.0,Berawan,44.0,4.9
27-07-2026,09:00,25.0,Berawan,44.0,4.9
27-07-2026,10:00,25.0,Berawan,44.0,4.9
27-07-2026,11:00,25.0,Berawan,44.0,4.9
27-07-2026,12:00,28.0,Cerah Berawan,36.0,6.1
27-07-2026,13:00,28.0,Cerah Berawan,36.0,6.1
27-07-2026,14:00,28.0,Cerah Berawan,36.0,6.1
27-07-2026,15:00,25.0,Cerah Berawan,49.0,6.8
27-07-2026,16:00,25.0,Cerah Berawan,49.0,6.8
27-07-2026,17:00,25.0,Cerah Berawan,49.0,6.8
27-07-2026,18:00,20.0,Cerah Berawan,69.0,7.5
27-07-2026,19:00,20.0,Cerah Berawan,69.0,7.5
27-07-2026,20:00,20.0,Cerah Berawan,69.0,7.5
27-07-2026,21:00,19.0,Berawan,75.0,6.5
27-07-2026,22:00,19.0,Berawan,75.0,6.5
27-07-2026,23:00,19.0,Berawan,75.0,6.5
