tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-08-2026,10:00,28.0,Cerah Berawan,49.0,13.3
06-08-2026,11:00,28.0,Cerah Berawan,49.0,13.3
06-08-2026,12:00,28.0,Cerah Berawan,49.0,13.3
06-08-2026,13:00,28.0,Cerah Berawan,49.0,13.3
06-08-2026,14:00,28.0,Cerah Berawan,49.0,13.3
06-08-2026,15:00,26.0,Cerah Berawan,58.0,8.5
06-08-2026,16:00,26.0,Cerah Berawan,58.0,8.5
06-08-2026,17:00,26.0,Cerah Berawan,58.0,8.5
06-08-2026,18:00,22.0,Cerah,80.0,2.2
06-08-2026,19:00,22.0,Cerah,80.0,2.2
06-08-2026,20:00,22.0,Cerah,80.0,2.2
06-08-2026,21:00,20.0,Cerah,91.0,4.7
06-08-2026,22:00,20.0,Cerah,91.0,4.7
06-08-2026,23:00,20.0,Cerah,91.0,4.7
