tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
21-09-2026,07:00,31.0,Cerah Berawan,48.0,4.5
21-09-2026,08:00,31.0,Cerah Berawan,48.0,4.5
21-09-2026,09:00,31.0,Cerah Berawan,48.0,4.5
21-09-2026,10:00,31.0,Cerah Berawan,48.0,4.5
21-09-2026,11:00,31.0,Cerah Berawan,48.0,4.5
21-09-2026,12:00,30.0,Cerah,71.0,8.0
21-09-2026,13:00,30.0,Cerah,71.0,8.0
21-09-2026,14:00,30.0,Cerah,71.0,8.0
21-09-2026,15:00,23.0,Cerah,79.0,7.4
21-09-2026,16:00,23.0,Cerah,79.0,7.4
21-09-2026,17:00,23.0,Cerah,79.0,7.4
21-09-2026,18:00,22.0,Cerah Berawan,87.0,1.9
21-09-2026,19:00,22.0,Cerah Berawan,87.0,1.9
21-09-2026,20:00,22.0,Cerah Berawan,87.0,1.9
21-09-2026,21:00,21.0,Cerah Berawan,88.0,1.6
21-09-2026,22:00,21.0,Cerah Berawan,88.0,1.6
21-09-2026,23:00,21.0,Cerah Berawan,88.0,1.6
