tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
04-09-2026,00:00,18.0,Cerah,88.0,2.2
04-09-2026,01:00,18.0,Cerah,88.0,2.2
04-09-2026,02:00,18.0,Cerah,88.0,2.2
04-09-2026,03:00,16.0,Cerah Berawan,91.0,5.7
04-09-2026,04:00,16.0,Cerah Berawan,91.0,5.7
04-09-2026,05:00,16.0,Cerah Berawan,91.0,5.7
04-09-2026,06:00,21.0,Cerah,65.0,5.8
04-09-2026,07:00,21.0,Cerah,65.0,5.8
04-09-2026,08:00,21.0,Cerah,65.0,5.8
04-09-2026,09:00,28.0,Cerah,44.0,5.0
04-09-2026,10:00,28.0,Cerah,44.0,5.0
04-09-2026,11:00,28.0,Cerah,44.0,5.0
04-09-2026,12:00,29.0,Cerah,40.0,6.2
04-09-2026,13:00,29.0,Cerah,40.0,6.2
04-09-2026,14:00,29.0,Cerah,40.0,6.2
04-09-2026,15:00,27.0,Cerah,46.0,2.8
04-09-2026,16:00,27.0,Cerah,46.0,2.8
04-09-2026,17:00,27.0,Cerah,46.0,2.8
04-09-2026,18:00,22.0,Cerah,70.0,5.7
04-09-2026,19:00,22.0,Cerah,70.0,5.7
04-09-2026,20:00,22.0,Cerah,70.0,5.7
04-09-2026,21:00,19.0,Cerah,72.0,9.3
04-09-2026,22:00,19.0,Cerah,72.0,9.3
04-09-2026,23:00,19.0,Cerah,72.0,9.3
