tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-09-2026,07:00,29.0,Cerah Berawan,37.0,4.0
24-09-2026,08:00,29.0,Cerah Berawan,37.0,4.0
24-09-2026,09:00,29.0,Cerah Berawan,37.0,4.0
24-09-2026,10:00,29.0,Cerah Berawan,37.0,4.0
24-09-2026,11:00,29.0,Cerah Berawan,37.0,4.0
24-09-2026,12:00,29.0,Cerah Berawan,47.0,9.4
24-09-2026,13:00,29.0,Cerah Berawan,47.0,9.4
24-09-2026,14:00,29.0,Cerah Berawan,47.0,9.4
24-09-2026,15:00,26.0,Cerah,52.0,1.4
24-09-2026,16:00,26.0,Cerah,52.0,1.4
24-09-2026,17:00,26.0,Cerah,52.0,1.4
24-09-2026,18:00,22.0,Berawan,69.0,2.8
24-09-2026,19:00,22.0,Berawan,69.0,2.8
24-09-2026,20:00,22.0,Berawan,69.0,2.8
24-09-2026,21:00,20.0,Cerah,79.0,3.9
24-09-2026,22:00,20.0,Cerah,79.0,3.9
24-09-2026,23:00,20.0,Cerah,79.0,3.9
