tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-07-2026,07:00,25.0,Berawan,29.0,13.3
26-07-2026,08:00,25.0,Berawan,29.0,13.3
26-07-2026,09:00,25.0,Berawan,29.0,13.3
26-07-2026,10:00,25.0,Berawan,29.0,13.3
26-07-2026,11:00,25.0,Berawan,29.0,13.3
26-07-2026,12:00,28.0,Cerah,23.0,51.9
26-07-2026,13:00,28.0,Cerah,23.0,51.9
26-07-2026,14:00,28.0,Cerah,23.0,51.9
26-07-2026,15:00,25.0,Cerah,38.0,51.9
26-07-2026,16:00,25.0,Cerah,38.0,51.9
26-07-2026,17:00,25.0,Cerah,38.0,51.9
26-07-2026,18:00,21.0,Cerah,60.0,46.3
26-07-2026,19:00,21.0,Cerah,60.0,46.3
26-07-2026,20:00,21.0,Cerah,60.0,46.3
26-07-2026,21:00,18.0,Cerah,79.0,11.9
26-07-2026,22:00,18.0,Cerah,79.0,11.9
26-07-2026,23:00,18.0,Cerah,79.0,11.9
