tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
28-09-2026,00:00,19.0,Cerah,96.0,0.3
28-09-2026,01:00,19.0,Cerah,96.0,0.3
28-09-2026,02:00,18.0,Cerah Berawan,98.0,2.4
28-09-2026,03:00,18.0,Cerah Berawan,98.0,2.4
28-09-2026,04:00,18.0,Cerah Berawan,98.0,2.4
28-09-2026,05:00,20.0,Cerah,96.0,2.1
28-09-2026,06:00,20.0,Cerah,96.0,2.1
28-09-2026,07:00,20.0,Cerah,96.0,2.1
28-09-2026,08:00,26.0,Cerah,61.0,4.2
28-09-2026,09:00,26.0,Cerah,61.0,4.2
28-09-2026,10:00,26.0,Cerah,61.0,4.2
28-09-2026,11:00,27.0,Cerah Berawan,62.0,1.4
28-09-2026,12:00,27.0,Cerah Berawan,62.0,1.4
28-09-2026,13:00,27.0,Cerah Berawan,62.0,1.4
28-09-2026,14:00,24.0,Cerah,73.0,2.2
28-09-2026,15:00,24.0,Cerah,73.0,2.2
28-09-2026,16:00,24.0,Cerah,73.0,2.2
28-09-2026,17:00,21.0,Hujan Ringan,91.0,0.7
28-09-2026,18:00,21.0,Hujan Ringan,91.0,0.7
28-09-2026,19:00,21.0,Hujan Ringan,91.0,0.7
28-09-2026,20:00,20.0,Cerah,94.0,1.2
28-09-2026,21:00,20.0,Cerah,94.0,1.2
28-09-2026,22:00,20.0,Cerah,94.0,1.2
28-09-2026,23:00,20.0,Cerah,94.0,1.2
