tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
31-07-2026,11:00,27.0,Cerah,55.0,24.6
31-07-2026,12:00,27.0,Cerah,55.0,24.6
31-07-2026,13:00,27.0,Cerah,55.0,24.6
31-07-2026,14:00,27.0,Cerah,55.0,24.6
31-07-2026,15:00,27.0,Cerah,55.0,24.6
31-07-2026,16:00,23.0,Cerah Berawan,79.0,23.8
31-07-2026,17:00,23.0,Cerah Berawan,79.0,23.8
31-07-2026,18:00,23.0,Cerah Berawan,79.0,23.8
31-07-2026,19:00,22.0,Berawan,81.0,0.9
31-07-2026,20:00,22.0,Berawan,81.0,0.9
31-07-2026,21:00,22.0,Berawan,81.0,0.9
31-07-2026,22:00,20.0,Cerah Berawan,89.0,4.2
31-07-2026,23:00,20.0,Cerah Berawan,89.0,4.2
