tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
18-08-2026,09:00,29.0,Cerah,48.0,11.9
18-08-2026,10:00,29.0,Cerah,48.0,11.9
18-08-2026,11:00,29.0,Cerah,48.0,11.9
18-08-2026,12:00,29.0,Cerah,48.0,11.9
18-08-2026,13:00,29.0,Cerah,48.0,11.9
18-08-2026,14:00,28.0,Cerah,53.0,8.8
18-08-2026,15:00,28.0,Cerah,53.0,8.8
18-08-2026,16:00,28.0,Cerah,53.0,8.8
18-08-2026,17:00,26.0,Cerah,75.0,1.9
18-08-2026,18:00,26.0,Cerah,75.0,1.9
18-08-2026,19:00,26.0,Cerah,75.0,1.9
18-08-2026,20:00,22.0,Cerah Berawan,84.0,2.8
18-08-2026,21:00,22.0,Cerah Berawan,84.0,2.8
18-08-2026,22:00,22.0,Cerah Berawan,84.0,2.8
18-08-2026,23:00,22.0,Cerah Berawan,84.0,2.8
