tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
25-06-2026,00:00,20.0,Berawan,98.0,0.4
25-06-2026,01:00,20.0,Berawan,98.0,0.4
25-06-2026,02:00,20.0,Berawan,98.0,0.4
25-06-2026,03:00,19.0,Berawan,98.0,2.0
25-06-2026,04:00,19.0,Berawan,98.0,2.0
25-06-2026,05:00,19.0,Berawan,98.0,2.0
25-06-2026,06:00,21.0,Cerah Berawan,90.0,2.4
25-06-2026,07:00,21.0,Cerah Berawan,90.0,2.4
25-06-2026,08:00,21.0,Cerah Berawan,90.0,2.4
25-06-2026,09:00,25.0,Berawan,66.0,3.5
25-06-2026,10:00,25.0,Berawan,66.0,3.5
25-06-2026,11:00,25.0,Berawan,66.0,3.5
25-06-2026,12:00,26.0,Berawan,63.0,4.9
25-06-2026,13:00,26.0,Berawan,63.0,4.9
25-06-2026,14:00,26.0,Berawan,63.0,4.9
25-06-2026,15:00,24.0,Cerah,78.0,7.1
25-06-2026,16:00,24.0,Cerah,78.0,7.1
25-06-2026,17:00,24.0,Cerah,78.0,7.1
25-06-2026,18:00,22.0,Cerah,86.0,1.0
25-06-2026,19:00,22.0,Cerah,86.0,1.0
25-06-2026,20:00,22.0,Cerah,86.0,1.0
25-06-2026,21:00,20.0,Cerah,91.0,0.6
25-06-2026,22:00,20.0,Cerah,91.0,0.6
25-06-2026,23:00,20.0,Cerah,91.0,0.6
