tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-09-2026,00:00,20.0,Berawan,91.0,1.4
27-09-2026,01:00,20.0,Berawan,91.0,1.4
27-09-2026,02:00,20.0,Berawan,91.0,1.4
27-09-2026,03:00,20.0,Cerah Berawan,94.0,1.4
27-09-2026,04:00,20.0,Cerah Berawan,94.0,1.4
27-09-2026,05:00,20.0,Cerah Berawan,94.0,1.4
27-09-2026,06:00,22.0,Cerah,81.0,1.9
27-09-2026,07:00,22.0,Cerah,81.0,1.9
27-09-2026,08:00,22.0,Cerah,81.0,1.9
27-09-2026,09:00,29.0,Hujan Ringan,58.0,3.7
27-09-2026,10:00,29.0,Hujan Ringan,58.0,3.7
27-09-2026,11:00,29.0,Hujan Ringan,58.0,3.7
27-09-2026,12:00,30.0,Cerah Berawan,64.0,6.9
27-09-2026,13:00,30.0,Cerah Berawan,64.0,6.9
27-09-2026,14:00,30.0,Cerah Berawan,64.0,6.9
27-09-2026,15:00,22.0,Cerah,85.0,3.7
27-09-2026,16:00,22.0,Cerah,85.0,3.7
27-09-2026,17:00,22.0,Cerah,85.0,3.7
27-09-2026,18:00,20.0,Cerah,89.0,1.3
27-09-2026,19:00,20.0,Cerah,89.0,1.3
27-09-2026,20:00,20.0,Cerah,89.0,1.3
27-09-2026,21:00,20.0,Cerah,87.0,0.8
27-09-2026,22:00,20.0,Cerah,87.0,0.8
27-09-2026,23:00,20.0,Cerah,87.0,0.8
