tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
26-06-2026,07:00,27.0,Cerah,59.0,6.7
26-06-2026,08:00,27.0,Cerah,59.0,6.7
26-06-2026,09:00,27.0,Cerah,59.0,6.7
26-06-2026,10:00,27.0,Cerah,59.0,6.7
26-06-2026,11:00,27.0,Cerah,59.0,6.7
26-06-2026,12:00,30.0,Cerah,51.0,6.8
26-06-2026,13:00,30.0,Cerah,51.0,6.8
26-06-2026,14:00,30.0,Cerah,51.0,6.8
26-06-2026,15:00,24.0,Cerah,68.0,7.3
26-06-2026,16:00,24.0,Cerah,68.0,7.3
26-06-2026,17:00,24.0,Cerah,68.0,7.3
26-06-2026,18:00,22.0,Cerah,86.0,3.4
26-06-2026,19:00,22.0,Cerah,86.0,3.4
26-06-2026,20:00,22.0,Cerah,86.0,3.4
26-06-2026,21:00,22.0,Cerah Berawan,91.0,2.8
26-06-2026,22:00,22.0,Cerah Berawan,91.0,2.8
26-06-2026,23:00,22.0,Cerah Berawan,91.0,2.8
