date,day_tag,risk,condition,peak_rain_probability,peak_rain_hour,avg_temperature_c,avg_humidity_pct,advice
2026-06-14,Besok,sedang,Berawan,45.0,20:00,23.8,79.0,Aktivitas masih bisa dilakukan. Tetap pantau langit dan siapkan payung bila keluar mendekati pukul 20:00.
