tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
22-06-2026,07:00,26.0,Cerah,51.0,5.2
22-06-2026,08:00,26.0,Cerah,51.0,5.2
22-06-2026,09:00,26.0,Cerah,51.0,5.2
22-06-2026,10:00,26.0,Cerah,51.0,5.2
22-06-2026,11:00,26.0,Cerah,51.0,5.2
22-06-2026,12:00,28.0,Cerah,46.0,9.0
22-06-2026,13:00,28.0,Cerah,46.0,9.0
22-06-2026,14:00,28.0,Cerah,46.0,9.0
22-06-2026,15:00,24.0,Hujan Ringan,73.0,11.2
22-06-2026,16:00,24.0,Hujan Ringan,73.0,11.2
22-06-2026,17:00,24.0,Hujan Ringan,73.0,11.2
22-06-2026,18:00,21.0,Cerah Berawan,89.0,4.0
22-06-2026,19:00,21.0,Cerah Berawan,89.0,4.0
22-06-2026,20:00,21.0,Cerah Berawan,89.0,4.0
22-06-2026,21:00,20.0,Berawan,94.0,2.7
22-06-2026,22:00,20.0,Berawan,94.0,2.7
22-06-2026,23:00,20.0,Berawan,94.0,2.7
