tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
03-08-2026,07:00,27.0,Cerah,58.0,5.1
03-08-2026,08:00,27.0,Cerah,58.0,5.1
03-08-2026,09:00,27.0,Cerah,58.0,5.1
03-08-2026,10:00,27.0,Cerah,58.0,5.1
03-08-2026,11:00,27.0,Cerah,58.0,5.1
03-08-2026,12:00,28.0,Hujan Ringan,50.0,9.9
03-08-2026,13:00,28.0,Hujan Ringan,50.0,9.9
03-08-2026,14:00,28.0,Hujan Ringan,50.0,9.9
03-08-2026,15:00,26.0,Cerah,69.0,10.9
03-08-2026,16:00,26.0,Cerah,69.0,10.9
03-08-2026,17:00,26.0,Cerah,69.0,10.9
03-08-2026,18:00,23.0,Cerah,88.0,6.9
03-08-2026,19:00,23.0,Cerah,88.0,6.9
03-08-2026,20:00,23.0,Cerah,88.0,6.9
03-08-2026,21:00,20.0,Cerah,95.0,2.5
03-08-2026,22:00,20.0,Cerah,95.0,2.5
03-08-2026,23:00,20.0,Cerah,95.0,2.5
