tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
19-09-2026,07:00,27.0,Hujan Ringan,57.0,4.6
19-09-2026,08:00,27.0,Hujan Ringan,57.0,4.6
19-09-2026,09:00,27.0,Hujan Ringan,57.0,4.6
19-09-2026,10:00,27.0,Hujan Ringan,57.0,4.6
19-09-2026,11:00,27.0,Hujan Ringan,57.0,4.6
19-09-2026,12:00,25.0,Hujan Ringan,72.0,14.1
19-09-2026,13:00,25.0,Hujan Ringan,72.0,14.1
19-09-2026,14:00,25.0,Hujan Ringan,72.0,14.1
19-09-2026,15:00,22.0,Hujan Ringan,82.0,6.8
19-09-2026,16:00,22.0,Hujan Ringan,82.0,6.8
19-09-2026,17:00,22.0,Hujan Ringan,82.0,6.8
19-09-2026,18:00,21.0,Cerah,89.0,2.0
19-09-2026,19:00,21.0,Cerah,89.0,2.0
19-09-2026,20:00,21.0,Cerah,89.0,2.0
19-09-2026,21:00,20.0,Cerah,91.0,2.7
19-09-2026,22:00,20.0,Cerah,91.0,2.7
19-09-2026,23:00,20.0,Cerah,91.0,2.7
