tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
23-07-2026,11:00,26.0,Cerah,49.0,2.1
23-07-2026,12:00,26.0,Cerah,49.0,2.1
23-07-2026,13:00,26.0,Cerah,49.0,2.1
23-07-2026,14:00,26.0,Cerah,49.0,2.1
23-07-2026,15:00,26.0,Cerah,49.0,2.1
23-07-2026,16:00,22.0,Cerah,71.0,9.3
23-07-2026,17:00,22.0,Cerah,71.0,9.3
23-07-2026,18:00,22.0,Cerah,71.0,9.3
23-07-2026,19:00,19.0,Cerah,79.0,11.4
23-07-2026,20:00,19.0,Cerah,79.0,11.4
23-07-2026,21:00,19.0,Cerah,79.0,11.4
23-07-2026,22:00,18.0,Cerah,80.0,9.5
23-07-2026,23:00,18.0,Cerah,80.0,9.5
