tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-09-2026,07:00,29.0,Cerah,38.0,7.3
14-09-2026,08:00,29.0,Cerah,38.0,7.3
14-09-2026,09:00,29.0,Cerah,38.0,7.3
14-09-2026,10:00,29.0,Cerah,38.0,7.3
14-09-2026,11:00,29.0,Cerah,38.0,7.3
14-09-2026,12:00,31.0,Cerah,26.0,9.7
14-09-2026,13:00,31.0,Cerah,26.0,9.7
14-09-2026,14:00,31.0,Cerah,26.0,9.7
14-09-2026,15:00,27.0,Cerah,39.0,7.7
14-09-2026,16:00,27.0,Cerah,39.0,7.7
14-09-2026,17:00,27.0,Cerah,39.0,7.7
14-09-2026,18:00,22.0,Berawan,57.0,3.6
14-09-2026,19:00,22.0,Berawan,57.0,3.6
14-09-2026,20:00,22.0,Berawan,57.0,3.6
14-09-2026,21:00,19.0,Berawan,67.0,7.0
14-09-2026,22:00,19.0,Berawan,67.0,7.0
14-09-2026,23:00,19.0,Berawan,67.0,7.0
