tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
18-08-2026,00:00,2026-08-18 00:00:00,22.8,79.0,0.0,3.5,1,Cerah Berawan
18-08-2026,01:00,2026-08-18 01:00:00,22.6,83.0,0.0,5.3,1,Cerah Berawan
18-08-2026,02:00,2026-08-18 02:00:00,21.4,89.0,0.0,5.7,1,Cerah Berawan
18-08-2026,03:00,2026-08-18 03:00:00,20.3,94.0,0.0,5.1,1,Cerah Berawan
18-08-2026,04:00,2026-08-18 04:00:00,19.4,97.0,0.0,4.2,1,Cerah Berawan
18-08-2026,05:00,2026-08-18 05:00:00,19.0,97.0,0.0,2.5,0,Cerah
18-08-2026,06:00,2026-08-18 06:00:00,18.7,96.0,0.0,2.3,1,Cerah Berawan
18-08-2026,07:00,2026-08-18 07:00:00,20.9,83.0,0.0,2.2,0,Cerah
18-08-2026,08:00,2026-08-18 08:00:00,23.5,69.0,0.0,0.6,0,Cerah
18-08-2026,09:00,2026-08-18 09:00:00,25.6,61.0,0.0,2.3,2,Cerah Berawan
18-08-2026,10:00,2026-08-18 10:00:00,28.0,51.0,0.0,2.9,2,Cerah Berawan
18-08-2026,11:00,2026-08-18 11:00:00,29.8,45.0,0.0,8.3,2,Cerah Berawan
18-08-2026,12:00,2026-08-18 12:00:00,30.9,40.0,0.0,11.9,1,Cerah Berawan
18-08-2026,13:00,2026-08-18 13:00:00,31.6,39.0,0.0,10.7,1,Cerah Berawan
18-08-2026,14:00,2026-08-18 14:00:00,32.0,38.0,0.0,12.9,1,Cerah Berawan
18-08-2026,15:00,2026-08-18 15:00:00,31.3,44.0,0.0,14.5,1,Cerah Berawan
18-08-2026,16:00,2026-08-18 16:00:00,30.7,45.0,0.0,10.9,1,Cerah Berawan
18-08-2026,17:00,2026-08-18 17:00:00,29.5,50.0,0.1,6.5,51,Hujan Ringan
18-08-2026,18:00,2026-08-18 18:00:00,28.3,53.0,0.0,2.8,1,Cerah Berawan
18-08-2026,19:00,2026-08-18 19:00:00,27.3,57.0,0.0,3.1,2,Cerah Berawan
18-08-2026,20:00,2026-08-18 20:00:00,26.0,63.0,0.0,3.0,3,Berawan
18-08-2026,21:00,2026-08-18 21:00:00,24.7,72.0,0.0,4.1,3,Berawan
18-08-2026,22:00,2026-08-18 22:00:00,24.0,77.0,0.0,4.5,3,Berawan
18-08-2026,23:00,2026-08-18 23:00:00,23.2,81.0,0.0,4.3,3,Berawan
