tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
04-06-2026,00:00,2026-06-04 00:00:00,21.5,93.0,0.0,2.2,2,Cerah Berawan
04-06-2026,01:00,2026-06-04 01:00:00,22.0,90.0,0.0,3.2,3,Berawan
04-06-2026,02:00,2026-06-04 02:00:00,21.6,91.0,0.0,4.2,3,Berawan
04-06-2026,03:00,2026-06-04 03:00:00,21.0,92.0,0.0,3.3,2,Cerah Berawan
04-06-2026,04:00,2026-06-04 04:00:00,20.4,95.0,0.0,3.8,2,Cerah Berawan
04-06-2026,05:00,2026-06-04 05:00:00,20.1,95.0,0.0,4.5,0,Cerah
04-06-2026,06:00,2026-06-04 06:00:00,19.7,95.0,0.0,3.3,0,Cerah
04-06-2026,07:00,2026-06-04 07:00:00,21.0,90.0,0.0,4.2,1,Cerah Berawan
04-06-2026,08:00,2026-06-04 08:00:00,23.2,78.0,0.0,1.5,1,Cerah Berawan
04-06-2026,09:00,2026-06-04 09:00:00,25.2,70.0,0.0,3.2,2,Cerah Berawan
04-06-2026,10:00,2026-06-04 10:00:00,26.5,64.0,0.0,3.9,3,Berawan
04-06-2026,11:00,2026-06-04 11:00:00,27.7,60.0,0.0,5.0,3,Berawan
04-06-2026,12:00,2026-06-04 12:00:00,28.8,54.0,0.1,5.6,51,Hujan Ringan
04-06-2026,13:00,2026-06-04 13:00:00,29.3,50.0,0.1,5.1,51,Hujan Ringan
04-06-2026,14:00,2026-06-04 14:00:00,29.5,50.0,0.0,3.5,3,Berawan
04-06-2026,15:00,2026-06-04 15:00:00,28.7,54.0,0.0,6.2,3,Berawan
04-06-2026,16:00,2026-06-04 16:00:00,27.5,62.0,0.0,4.7,3,Berawan
04-06-2026,17:00,2026-06-04 17:00:00,25.6,70.0,0.0,3.3,3,Berawan
04-06-2026,18:00,2026-06-04 18:00:00,25.2,73.0,0.4,2.4,51,Hujan Ringan
04-06-2026,19:00,2026-06-04 19:00:00,25.6,71.0,0.0,4.5,3,Berawan
04-06-2026,20:00,2026-06-04 20:00:00,24.8,79.0,0.0,5.0,3,Berawan
04-06-2026,21:00,2026-06-04 21:00:00,24.1,83.0,0.0,4.9,3,Berawan
04-06-2026,22:00,2026-06-04 22:00:00,23.4,85.0,0.0,6.8,3,Berawan
04-06-2026,23:00,2026-06-04 23:00:00,22.5,88.0,0.0,7.9,3,Berawan
