tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
14-07-2026,00:00,2026-07-14 00:00:00,20.5,88.0,0.0,5.9,1,Cerah Berawan
14-07-2026,01:00,2026-07-14 01:00:00,20.3,89.0,0.0,6.3,1,Cerah Berawan
14-07-2026,02:00,2026-07-14 02:00:00,20.6,86.0,0.0,6.1,0,Cerah
14-07-2026,03:00,2026-07-14 03:00:00,19.9,88.0,0.0,4.3,0,Cerah
14-07-2026,04:00,2026-07-14 04:00:00,18.3,97.0,0.0,3.5,0,Cerah
14-07-2026,05:00,2026-07-14 05:00:00,17.3,99.0,0.0,3.6,3,Berawan
14-07-2026,06:00,2026-07-14 06:00:00,16.4,100,0.0,4.5,3,Berawan
14-07-2026,07:00,2026-07-14 07:00:00,18.2,87.0,0.0,4.1,1,Cerah Berawan
14-07-2026,08:00,2026-07-14 08:00:00,21.8,69.0,0.0,2.7,0,Cerah
14-07-2026,09:00,2026-07-14 09:00:00,24.2,58.0,0.0,4.7,0,Cerah
14-07-2026,10:00,2026-07-14 10:00:00,26.4,51.0,0.0,6.1,1,Cerah Berawan
14-07-2026,11:00,2026-07-14 11:00:00,28.4,44.0,0.0,7.1,2,Cerah Berawan
14-07-2026,12:00,2026-07-14 12:00:00,30.0,39.0,0.0,8.0,2,Cerah Berawan
14-07-2026,13:00,2026-07-14 13:00:00,30.5,36.0,0.0,9.7,3,Berawan
14-07-2026,14:00,2026-07-14 14:00:00,30.0,40.0,0.0,13.4,2,Cerah Berawan
14-07-2026,15:00,2026-07-14 15:00:00,28.7,51.0,0.0,13.8,2,Cerah Berawan
14-07-2026,16:00,2026-07-14 16:00:00,28.1,55.0,0.2,8.6,51,Hujan Ringan
14-07-2026,17:00,2026-07-14 17:00:00,27.5,57.0,0.1,6.1,51,Hujan Ringan
14-07-2026,18:00,2026-07-14 18:00:00,26.1,61.0,0.0,5.9,2,Cerah Berawan
14-07-2026,19:00,2026-07-14 19:00:00,25.9,59.0,0.0,5.3,3,Berawan
14-07-2026,20:00,2026-07-14 20:00:00,24.9,63.0,0.0,5.6,3,Berawan
14-07-2026,21:00,2026-07-14 21:00:00,23.9,69.0,0.0,7.0,3,Berawan
14-07-2026,22:00,2026-07-14 22:00:00,23.0,75.0,0.0,6.3,3,Berawan
14-07-2026,23:00,2026-07-14 23:00:00,22.0,80.0,0.0,5.2,3,Berawan
