tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
30-07-2026,00:00,2026-07-30 00:00:00,26.7,74.0,0.0,6.9,2,Cerah Berawan
30-07-2026,01:00,2026-07-30 01:00:00,26.3,76.0,0.0,2.7,1,Cerah Berawan
30-07-2026,02:00,2026-07-30 02:00:00,25.9,76.0,0.0,2.2,0,Cerah
30-07-2026,03:00,2026-07-30 03:00:00,25.6,74.0,0.0,1.1,0,Cerah
30-07-2026,04:00,2026-07-30 04:00:00,25.3,68.0,0.0,1.6,0,Cerah
30-07-2026,05:00,2026-07-30 05:00:00,24.9,66.0,0.0,1.7,0,Cerah
30-07-2026,06:00,2026-07-30 06:00:00,24.4,68.0,0.0,1.3,0,Cerah
30-07-2026,07:00,2026-07-30 07:00:00,25.7,62.0,0.0,2.8,0,Cerah
30-07-2026,08:00,2026-07-30 08:00:00,27.7,57.0,0.0,1.8,0,Cerah
30-07-2026,09:00,2026-07-30 09:00:00,30.0,51.0,0.0,0.8,1,Cerah Berawan
30-07-2026,10:00,2026-07-30 10:00:00,31.9,45.0,0.0,5.1,0,Cerah
30-07-2026,11:00,2026-07-30 11:00:00,33.5,40.0,0.0,11.2,0,Cerah
30-07-2026,12:00,2026-07-30 12:00:00,34.1,40.0,0.0,15.2,0,Cerah
30-07-2026,13:00,2026-07-30 13:00:00,34.2,41.0,0.0,18.6,0,Cerah
30-07-2026,14:00,2026-07-30 14:00:00,33.9,42.0,0.0,17.5,1,Cerah Berawan
30-07-2026,15:00,2026-07-30 15:00:00,33.3,47.0,0.0,15.7,2,Cerah Berawan
30-07-2026,16:00,2026-07-30 16:00:00,31.9,53.0,0.2,14.7,51,Hujan Ringan
30-07-2026,17:00,2026-07-30 17:00:00,30.5,58.0,0.1,14.6,51,Hujan Ringan
30-07-2026,18:00,2026-07-30 18:00:00,29.3,64.0,0.0,15.0,2,Cerah Berawan
30-07-2026,19:00,2026-07-30 19:00:00,29.1,67.0,0.0,12.1,1,Cerah Berawan
30-07-2026,20:00,2026-07-30 20:00:00,28.5,70.0,0.0,6.0,1,Cerah Berawan
30-07-2026,21:00,2026-07-30 21:00:00,27.9,74.0,0.0,2.5,1,Cerah Berawan
30-07-2026,22:00,2026-07-30 22:00:00,27.2,77.0,0.0,3.8,0,Cerah
30-07-2026,23:00,2026-07-30 23:00:00,26.7,77.0,0.0,2.4,0,Cerah
