tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
13-07-2026,00:00,2026-07-13 00:00:00,24.6,78.0,0.0,2.2,2,Cerah Berawan
13-07-2026,01:00,2026-07-13 01:00:00,24.9,80.0,0.0,1.2,1,Cerah Berawan
13-07-2026,02:00,2026-07-13 02:00:00,23.6,83.0,0.0,1.5,1,Cerah Berawan
13-07-2026,03:00,2026-07-13 03:00:00,23.1,83.0,0.0,3.6,2,Cerah Berawan
13-07-2026,04:00,2026-07-13 04:00:00,22.8,82.0,0.0,5.2,3,Berawan
13-07-2026,05:00,2026-07-13 05:00:00,22.4,82.0,0.0,4.5,3,Berawan
13-07-2026,06:00,2026-07-13 06:00:00,21.9,83.0,0.0,3.4,0,Cerah
13-07-2026,07:00,2026-07-13 07:00:00,23.7,79.0,0.0,0.5,0,Cerah
13-07-2026,08:00,2026-07-13 08:00:00,26.5,66.0,0.0,2.3,3,Berawan
13-07-2026,09:00,2026-07-13 09:00:00,29.4,53.0,0.0,5.4,3,Berawan
13-07-2026,10:00,2026-07-13 10:00:00,31.0,49.0,0.0,16.0,1,Cerah Berawan
13-07-2026,11:00,2026-07-13 11:00:00,31.7,47.0,0.0,18.3,3,Berawan
13-07-2026,12:00,2026-07-13 12:00:00,32.0,46.0,0.0,17.7,1,Cerah Berawan
13-07-2026,13:00,2026-07-13 13:00:00,32.5,44.0,0.0,16.0,0,Cerah
13-07-2026,14:00,2026-07-13 14:00:00,32.3,44.0,0.0,15.8,0,Cerah
13-07-2026,15:00,2026-07-13 15:00:00,32.0,45.0,0.0,14.4,1,Cerah Berawan
13-07-2026,16:00,2026-07-13 16:00:00,31.0,51.0,0.0,13.9,0,Cerah
13-07-2026,17:00,2026-07-13 17:00:00,29.8,55.0,0.0,13.5,0,Cerah
13-07-2026,18:00,2026-07-13 18:00:00,28.6,58.0,0.0,11.0,1,Cerah Berawan
13-07-2026,19:00,2026-07-13 19:00:00,28.7,60.0,0.0,10.4,0,Cerah
13-07-2026,20:00,2026-07-13 20:00:00,28.1,64.0,0.0,9.7,0,Cerah
13-07-2026,21:00,2026-07-13 21:00:00,27.6,67.0,0.0,8.5,0,Cerah
13-07-2026,22:00,2026-07-13 22:00:00,26.9,72.0,0.0,6.9,0,Cerah
13-07-2026,23:00,2026-07-13 23:00:00,26.1,77.0,0.0,3.4,0,Cerah
