tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
21-09-2026,00:00,2026-09-21 00:00:00,26.7,71.0,0.0,2.1,0,Cerah
21-09-2026,01:00,2026-09-21 01:00:00,26.2,72.0,0.0,0.5,0,Cerah
21-09-2026,02:00,2026-09-21 02:00:00,25.9,70.0,0.0,4.7,0,Cerah
21-09-2026,03:00,2026-09-21 03:00:00,25.4,67.0,0.0,6.6,0,Cerah
21-09-2026,04:00,2026-09-21 04:00:00,25.0,65.0,0.0,7.5,0,Cerah
21-09-2026,05:00,2026-09-21 05:00:00,24.5,65.0,0.0,4.1,0,Cerah
21-09-2026,06:00,2026-09-21 06:00:00,24.4,65.0,0.0,4.5,0,Cerah
21-09-2026,07:00,2026-09-21 07:00:00,27.4,55.0,0.0,3.6,0,Cerah
21-09-2026,08:00,2026-09-21 08:00:00,29.7,45.0,0.0,6.0,1,Cerah Berawan
21-09-2026,09:00,2026-09-21 09:00:00,32.1,37.0,0.0,5.0,0,Cerah
21-09-2026,10:00,2026-09-21 10:00:00,34.1,34.0,0.0,11.3,0,Cerah
21-09-2026,11:00,2026-09-21 11:00:00,34.9,36.0,0.0,15.6,1,Cerah Berawan
21-09-2026,12:00,2026-09-21 12:00:00,35.0,37.0,0.0,18.2,1,Cerah Berawan
21-09-2026,13:00,2026-09-21 13:00:00,34.8,37.0,0.0,17.3,0,Cerah
21-09-2026,14:00,2026-09-21 14:00:00,34.8,38.0,0.0,14.9,0,Cerah
21-09-2026,15:00,2026-09-21 15:00:00,34.0,38.0,0.0,16.3,0,Cerah
21-09-2026,16:00,2026-09-21 16:00:00,32.8,42.0,0.0,17.5,0,Cerah
21-09-2026,17:00,2026-09-21 17:00:00,31.3,49.0,0.0,15.6,0,Cerah
21-09-2026,18:00,2026-09-21 18:00:00,29.9,59.0,0.0,13.8,0,Cerah
21-09-2026,19:00,2026-09-21 19:00:00,30.1,63.0,0.0,11.2,1,Cerah Berawan
21-09-2026,20:00,2026-09-21 20:00:00,29.9,62.0,0.0,8.6,0,Cerah
21-09-2026,21:00,2026-09-21 21:00:00,29.5,65.0,0.0,5.8,0,Cerah
21-09-2026,22:00,2026-09-21 22:00:00,28.8,67.0,0.0,5.7,0,Cerah
21-09-2026,23:00,2026-09-21 23:00:00,27.8,66.0,0.0,4.7,0,Cerah
