tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
03-08-2026,00:00,2026-08-03 00:00:00,27.2,78.0,0.0,7.5,1,Cerah Berawan
03-08-2026,01:00,2026-08-03 01:00:00,26.9,80.0,0.0,6.4,1,Cerah Berawan
03-08-2026,02:00,2026-08-03 02:00:00,26.3,83.0,0.0,5.6,0,Cerah
03-08-2026,03:00,2026-08-03 03:00:00,25.9,85.0,0.0,4.8,2,Cerah Berawan
03-08-2026,04:00,2026-08-03 04:00:00,25.5,87.0,0.0,3.6,2,Cerah Berawan
03-08-2026,05:00,2026-08-03 05:00:00,25.3,88.0,0.0,1.2,1,Cerah Berawan
03-08-2026,06:00,2026-08-03 06:00:00,25.1,88.0,0.0,1.5,1,Cerah Berawan
03-08-2026,07:00,2026-08-03 07:00:00,27.7,75.0,0.0,10.4,1,Cerah Berawan
03-08-2026,08:00,2026-08-03 08:00:00,29.1,68.0,0.0,13.3,1,Cerah Berawan
03-08-2026,09:00,2026-08-03 09:00:00,30.7,56.0,0.0,15.1,0,Cerah
03-08-2026,10:00,2026-08-03 10:00:00,32.2,46.0,0.0,17.1,0,Cerah
03-08-2026,11:00,2026-08-03 11:00:00,33.1,44.0,0.0,18.5,0,Cerah
03-08-2026,12:00,2026-08-03 12:00:00,33.6,42.0,0.0,20.0,0,Cerah
03-08-2026,13:00,2026-08-03 13:00:00,33.6,38.0,0.0,20.9,0,Cerah
03-08-2026,14:00,2026-08-03 14:00:00,33.5,43.0,0.0,18.6,0,Cerah
03-08-2026,15:00,2026-08-03 15:00:00,32.9,44.0,0.0,17.5,0,Cerah
03-08-2026,16:00,2026-08-03 16:00:00,32.0,47.0,0.0,14.9,0,Cerah
03-08-2026,17:00,2026-08-03 17:00:00,30.4,57.0,0.0,12.4,0,Cerah
03-08-2026,18:00,2026-08-03 18:00:00,29.2,66.0,0.0,10.0,0,Cerah
03-08-2026,19:00,2026-08-03 19:00:00,29.4,67.0,0.0,7.6,1,Cerah Berawan
03-08-2026,20:00,2026-08-03 20:00:00,29.0,69.0,0.0,7.6,0,Cerah
03-08-2026,21:00,2026-08-03 21:00:00,28.5,70.0,0.0,6.7,0,Cerah
03-08-2026,22:00,2026-08-03 22:00:00,28.0,70.0,0.1,6.0,51,Hujan Ringan
03-08-2026,23:00,2026-08-03 23:00:00,27.3,74.0,0.2,5.5,51,Hujan Ringan
