tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-05-2026,10:00,26.0,Hujan Ringan,70.0,5.0
01-05-2026,13:00,23.0,Hujan Ringan,83.0,4.9
01-05-2026,16:00,22.0,Hujan Ringan,88.0,2.9
01-05-2026,19:00,21.0,Berawan,90.0,5.3
01-05-2026,22:00,20.0,Cerah,91.0,3.6
