jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.1,Tinggi,26.19,+/-0.34,72.38,+/-4.77,0.24,+/-0.55,26.11,+/-0.29,13.1,32.9,39.2,14.8,0.0,0.0
13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.7,Tinggi,26.5,+/-2.08,74.0,+/-9.67,1.18,+/-0.74,26.72,+/-2.38,0.0,0.0,17.3,59.1,0.0,23.5
16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.9,Tinggi,24.78,+/-1.78,82.54,+/-7.26,2.91,+/-2.17,24.33,+/-1.44,0.0,0.0,6.9,38.9,21.4,32.9
19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.8,Tinggi,22.96,+/-1.82,90.77,+/-2.66,0.7,+/-0.82,22.39,+/-1.14,0.0,11.0,32.1,57.0,0.0,0.0
22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.4,Tinggi,22.51,+/-1.85,90.87,+/-3.18,0.13,+/-0.27,22.51,+/-1.85,14.8,11.0,54.0,20.3,0.0,0.0
