source_id,provider,state,success,points,ema_success,ema_completeness,consecutive_failures,http_status,duration_ms,error
BMKG,BMKG,ACTIVE,True,24,0.9999,0.7859,0,200,21,
CMA,Open-Meteo / CMA GRAPES,ACTIVE,True,24,0.9987,0.9987,0,200,401,
ECMWF,Open-Meteo / ECMWF,ACTIVE,True,24,0.9999,0.9999,0,200,391,
GFS,Open-Meteo / NOAA GFS,ACTIVE,True,24,0.9999,0.9999,0,200,394,
ICON,Open-Meteo / DWD ICON,ACTIVE,True,24,0.9956,0.9956,0,200,393,
KMA,Open-Meteo / KMA,ACTIVE,True,24,0.9967,0.9967,0,200,385,
METEOFRANCE,Open-Meteo / Meteo-France,ACTIVE,True,24,0.9967,0.9967,0,200,408,
METNO,MET Norway,ACTIVE,True,24,1.0,0.7859,0,200,573,
UKMO,Open-Meteo / UK Met Office,ACTIVE,True,24,0.9936,0.9936,0,200,392,
