tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-09-2026,00:00,19.0,Cerah,78.0,7.1
14-09-2026,01:00,19.0,Cerah,78.0,7.1
14-09-2026,02:00,18.0,Cerah,77.0,4.1
14-09-2026,03:00,18.0,Cerah,77.0,4.1
14-09-2026,04:00,18.0,Cerah,77.0,4.1
14-09-2026,05:00,20.0,Cerah,74.0,4.4
14-09-2026,06:00,20.0,Cerah,74.0,4.4
14-09-2026,07:00,20.0,Cerah,74.0,4.4
14-09-2026,08:00,27.0,Cerah,37.0,8.5
14-09-2026,09:00,27.0,Cerah,37.0,8.5
14-09-2026,10:00,27.0,Cerah,37.0,8.5
14-09-2026,11:00,31.0,Cerah,21.0,9.7
14-09-2026,12:00,31.0,Cerah,21.0,9.7
14-09-2026,13:00,31.0,Cerah,21.0,9.7
14-09-2026,14:00,29.0,Cerah Berawan,24.0,8.9
14-09-2026,15:00,29.0,Cerah Berawan,24.0,8.9
14-09-2026,16:00,29.0,Cerah Berawan,24.0,8.9
14-09-2026,17:00,23.0,Cerah Berawan,56.0,4.6
14-09-2026,18:00,23.0,Cerah Berawan,56.0,4.6
14-09-2026,19:00,23.0,Cerah Berawan,56.0,4.6
14-09-2026,20:00,20.0,Berawan,68.0,4.5
14-09-2026,21:00,20.0,Berawan,68.0,4.5
14-09-2026,22:00,20.0,Berawan,68.0,4.5
14-09-2026,23:00,20.0,Berawan,68.0,4.5
