tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
09-09-2026,00:00,19.0,Cerah Berawan,90.0,4.1
09-09-2026,01:00,19.0,Cerah Berawan,90.0,4.1
09-09-2026,02:00,19.0,Cerah Berawan,90.0,4.1
09-09-2026,03:00,18.0,Cerah Berawan,93.0,3.5
09-09-2026,04:00,18.0,Cerah Berawan,93.0,3.5
09-09-2026,05:00,18.0,Cerah Berawan,93.0,3.5
09-09-2026,06:00,22.0,Cerah,78.0,2.2
09-09-2026,07:00,22.0,Cerah,78.0,2.2
09-09-2026,08:00,22.0,Cerah,78.0,2.2
09-09-2026,09:00,27.0,Cerah Berawan,55.0,5.4
09-09-2026,10:00,27.0,Cerah Berawan,55.0,5.4
09-09-2026,11:00,27.0,Cerah Berawan,55.0,5.4
09-09-2026,12:00,26.0,Hujan Ringan,62.0,5.4
09-09-2026,13:00,26.0,Hujan Ringan,62.0,5.4
09-09-2026,14:00,26.0,Hujan Ringan,62.0,5.4
09-09-2026,15:00,25.0,Hujan Ringan,71.0,4.1
09-09-2026,16:00,25.0,Hujan Ringan,71.0,4.1
09-09-2026,17:00,25.0,Hujan Ringan,71.0,4.1
09-09-2026,18:00,23.0,Cerah,87.0,4.1
09-09-2026,19:00,23.0,Cerah,87.0,4.1
09-09-2026,20:00,23.0,Cerah,87.0,4.1
09-09-2026,21:00,21.0,Berawan,90.0,3.3
09-09-2026,22:00,21.0,Berawan,90.0,3.3
09-09-2026,23:00,21.0,Berawan,90.0,3.3
