tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-07-2026,00:00,16.0,Cerah,79.0,3.9
01-07-2026,01:00,16.0,Cerah,79.0,3.9
01-07-2026,02:00,16.0,Cerah,79.0,3.9
01-07-2026,03:00,16.0,Cerah,79.0,3.9
01-07-2026,04:00,16.0,Cerah,80.0,4.0
01-07-2026,05:00,16.0,Cerah,80.0,4.0
01-07-2026,06:00,16.0,Cerah,80.0,4.0
01-07-2026,07:00,23.0,Cerah,51.0,3.9
01-07-2026,08:00,23.0,Cerah,51.0,3.9
01-07-2026,09:00,23.0,Cerah,51.0,3.9
01-07-2026,10:00,27.0,Cerah Berawan,30.0,6.2
01-07-2026,11:00,27.0,Cerah Berawan,30.0,6.2
01-07-2026,12:00,27.0,Cerah Berawan,30.0,6.2
01-07-2026,13:00,27.0,Cerah Berawan,40.0,3.8
01-07-2026,14:00,27.0,Cerah Berawan,40.0,3.8
01-07-2026,15:00,27.0,Cerah Berawan,40.0,3.8
01-07-2026,16:00,22.0,Cerah,64.0,2.6
01-07-2026,17:00,22.0,Cerah,64.0,2.6
01-07-2026,18:00,22.0,Cerah,64.0,2.6
01-07-2026,19:00,20.0,Berawan,73.0,2.1
01-07-2026,20:00,20.0,Berawan,73.0,2.1
01-07-2026,21:00,20.0,Berawan,73.0,2.1
01-07-2026,22:00,18.0,Cerah Berawan,81.0,2.5
01-07-2026,23:00,18.0,Cerah Berawan,81.0,2.5
