tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
15-06-2026,00:00,20.0,Cerah Berawan,97.0,1.3
15-06-2026,01:00,20.0,Cerah Berawan,97.0,1.3
15-06-2026,02:00,20.0,Cerah Berawan,97.0,1.3
15-06-2026,03:00,20.0,Cerah Berawan,98.0,4.6
15-06-2026,04:00,20.0,Cerah Berawan,98.0,4.6
15-06-2026,05:00,20.0,Cerah Berawan,98.0,4.6
15-06-2026,06:00,22.0,Cerah Berawan,82.0,4.4
15-06-2026,07:00,22.0,Cerah Berawan,82.0,4.4
15-06-2026,08:00,22.0,Cerah Berawan,82.0,4.4
15-06-2026,09:00,28.0,Hujan Ringan,62.0,4.5
15-06-2026,10:00,28.0,Hujan Ringan,62.0,4.5
15-06-2026,11:00,28.0,Hujan Ringan,62.0,4.5
15-06-2026,12:00,28.0,Berawan,72.0,4.2
15-06-2026,13:00,28.0,Berawan,72.0,4.2
15-06-2026,14:00,28.0,Berawan,72.0,4.2
15-06-2026,15:00,23.0,Cerah Berawan,79.0,6.6
15-06-2026,16:00,23.0,Cerah Berawan,79.0,6.6
15-06-2026,17:00,23.0,Cerah Berawan,79.0,6.6
15-06-2026,18:00,22.0,Cerah,87.0,4.6
15-06-2026,19:00,22.0,Cerah,87.0,4.6
15-06-2026,20:00,22.0,Cerah,87.0,4.6
15-06-2026,21:00,21.0,Cerah,90.0,6.6
15-06-2026,22:00,21.0,Cerah,90.0,6.6
15-06-2026,23:00,21.0,Cerah,90.0,6.6
