tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
13-09-2026,00:00,20.0,Berawan,88.0,6.0
13-09-2026,01:00,20.0,Berawan,88.0,6.0
13-09-2026,02:00,19.0,Berawan,90.0,5.7
13-09-2026,03:00,19.0,Berawan,90.0,5.7
13-09-2026,04:00,19.0,Berawan,90.0,5.7
13-09-2026,05:00,20.0,Cerah Berawan,84.0,4.6
13-09-2026,06:00,20.0,Cerah Berawan,84.0,4.6
13-09-2026,07:00,20.0,Cerah Berawan,84.0,4.6
13-09-2026,08:00,27.0,Cerah,40.0,8.9
13-09-2026,09:00,27.0,Cerah,40.0,8.9
13-09-2026,10:00,27.0,Cerah,40.0,8.9
13-09-2026,11:00,29.0,Cerah,30.0,8.9
13-09-2026,12:00,29.0,Cerah,30.0,8.9
13-09-2026,13:00,29.0,Cerah,30.0,8.9
13-09-2026,14:00,28.0,Cerah,31.0,6.9
13-09-2026,15:00,28.0,Cerah,31.0,6.9
13-09-2026,16:00,28.0,Cerah,31.0,6.9
13-09-2026,17:00,23.0,Cerah,55.0,6.6
13-09-2026,18:00,23.0,Cerah,55.0,6.6
13-09-2026,19:00,23.0,Cerah,55.0,6.6
13-09-2026,20:00,20.0,Cerah,74.0,11.4
13-09-2026,21:00,20.0,Cerah,74.0,11.4
13-09-2026,22:00,20.0,Cerah,74.0,11.4
13-09-2026,23:00,20.0,Cerah,74.0,11.4
