location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat,temp_std,rh_std,rain_std,heat_index_std,sources_expected,coverage_fraction,gap_mean_minutes,gap_max_minutes
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",00:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.6,Sedang,21.18,+/-0.71,90.85,+/-3.56,0.03,+/-0.07,21.18,+/-0.71,12.9,51.5,20.8,14.8,0.0,0.0,0.71,3.56,0.07,0.71,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",01:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,80.1,Tinggi,20.89,+/-0.9,88.09,+/-0.7,0.0,+/-0.0,20.89,+/-0.9,12.9,81.0,6.1,0.0,0.0,0.0,0.9,0.7,0.0,0.9,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,75.8,Sedang,21.18,+/-1.75,90.93,+/-2.86,0.0,+/-0.0,21.18,+/-1.75,12.9,66.2,21.0,0.0,0.0,0.0,1.75,2.86,0.0,1.75,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",03:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,75.9,Sedang,20.68,+/-1.71,91.44,+/-2.32,0.0,+/-0.0,20.68,+/-1.71,12.9,66.2,21.0,0.0,0.0,0.0,1.71,2.32,0.0,1.71,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",04:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah,70.4,Sedang,20.23,+/-1.71,92.0,+/-2.26,0.0,+/-0.0,20.23,+/-1.71,44.2,34.8,21.0,0.0,0.0,0.0,1.71,2.26,0.0,1.71,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",05:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,71.9,Sedang,19.89,+/-1.67,92.8,+/-0.73,0.0,+/-0.0,19.89,+/-1.67,44.2,49.7,6.1,0.0,0.0,0.0,1.67,0.73,0.0,1.67,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",06:00,7,8.895,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.3,Sedang,19.71,+/-1.61,92.17,+/-1.19,0.0,+/-0.0,19.71,+/-1.61,42.4,51.5,6.1,0.0,0.0,0.0,1.61,1.19,0.0,1.61,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",07:00,9,10.5766,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,83.0,Tinggi,20.69,+/-1.65,88.0,+/-4.69,0.0,+/-0.0,20.69,+/-1.65,32.1,50.3,17.6,0.0,0.0,0.0,1.65,4.69,0.0,1.65,9,1.0,33.33,180.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",08:00,9,10.8457,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,87.0,Tinggi,22.52,+/-1.43,79.05,+/-4.93,0.0,+/-0.0,22.52,+/-1.43,31.3,63.7,5.0,0.0,0.0,0.0,1.43,4.93,0.0,1.43,9,1.0,20.0,120.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",09:00,9,11.5245,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,86.0,Tinggi,23.94,+/-0.42,70.46,+/-1.77,0.0,+/-0.0,23.94,+/-0.42,32.4,51.4,16.2,0.0,0.0,0.0,0.42,1.77,0.0,0.42,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,9,11.9524,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,91.0,Tinggi,26.53,+/-1.4,61.54,+/-3.56,0.0,+/-0.0,26.47,+/-1.45,25.2,70.2,4.6,0.0,0.0,0.0,1.4,3.56,0.0,1.45,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",11:00,9,11.5245,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,85.0,Tinggi,27.32,+/-0.89,55.92,+/-3.35,0.0,+/-0.0,28.19,+/-1.01,46.6,48.6,4.7,0.0,0.0,0.0,0.89,3.35,0.0,1.01,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",12:00,9,11.5245,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,84.4,Tinggi,28.68,+/-1.36,53.39,+/-5.77,0.01,+/-0.03,28.81,+/-1.07,35.3,48.3,4.7,11.7,0.0,0.0,1.36,5.77,0.03,1.07,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,9,11.9524,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,85.1,Tinggi,29.08,+/-1.38,48.36,+/-2.49,0.02,+/-0.06,29.1,+/-1.1,37.6,46.6,4.6,11.3,0.0,0.0,1.38,2.49,0.06,1.1,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",14:00,9,11.5245,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,81.7,Tinggi,29.1,+/-1.31,52.63,+/-7.51,0.07,+/-0.11,29.2,+/-1.12,38.0,12.9,16.2,32.9,0.0,0.0,1.31,7.51,0.11,1.12,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",15:00,9,11.5245,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,84.5,Tinggi,28.23,+/-1.79,56.35,+/-9.49,0.12,+/-0.2,28.25,+/-1.68,11.1,51.1,4.7,33.1,0.0,0.0,1.79,9.49,0.2,1.68,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-28,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,9,11.9524,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,85.0,Tinggi,27.51,+/-1.73,59.98,+/-10.32,0.09,+/-0.19,28.54,+/-3.15,14.3,49.6,15.5,20.6,0.0,0.0,1.73,10.32,0.19,3.15,9,1.0,0.0,0.0
