location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,tanggal,source_id,provider,target_jam,source_datetime,suhu_C,RH_%,rain_mm,wind_kmh,gap_minutes,point_weight,kategori,raw_condition
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,BMKG,BMKG,10:00,2026-05-02 10:00:00,26.0,69.0,1.5,7.8,0.0,1.35,Hujan Ringan,Hujan Ringan
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,BMKG,BMKG,13:00,2026-05-02 13:00:00,23.0,85.0,1.5,8.9,0.0,1.35,Hujan Ringan,Hujan Ringan
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,BMKG,BMKG,16:00,2026-05-02 16:00:00,22.0,88.0,1.5,6.4,0.0,1.35,Hujan Ringan,Hujan Ringan
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,BMKG,BMKG,19:00,2026-05-02 19:00:00,21.0,92.0,1.5,2.9,0.0,1.35,Hujan Ringan,Hujan Ringan
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,BMKG,BMKG,22:00,2026-05-02 22:00:00,20.0,93.0,0.0,0.4,0.0,1.35,Berawan,Berawan
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,CMA,Open-Meteo / CMA GRAPES,10:00,2026-05-02 10:00:00,26.0,71.0,0.0,7.9,0.0,0.85,Berawan,wmo:3
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,CMA,Open-Meteo / CMA GRAPES,13:00,2026-05-02 13:00:00,24.7,83.0,1.7,7.6,0.0,0.85,Hujan Ringan,wmo:80
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,CMA,Open-Meteo / CMA GRAPES,16:00,2026-05-02 16:00:00,23.8,84.0,4.6,7.7,0.0,0.85,Hujan Sedang,wmo:81
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,CMA,Open-Meteo / CMA GRAPES,19:00,2026-05-02 19:00:00,23.3,84.0,1.2,4.6,0.0,0.85,Hujan Ringan,wmo:55
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02-05-2026,CMA,Open-Meteo / CMA GRAPES,22:00,2026-05-02 22:00:00,22.7,86.0,0.3,1.6,0.0,0.85,Hujan Ringan,wmo:51
