location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
dago,"Dago, Bandung",2026-04-30,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.5,Tinggi,26.37,+/-0.69,71.94,+/-5.26,0.01,+/-0.03,26.82,+/-1.33,0.0,34.8,55.5,9.7,0.0,0.0
dago,"Dago, Bandung",2026-04-30,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.8,Tinggi,26.27,+/-2.33,76.82,+/-4.53,1.05,+/-0.87,26.23,+/-2.5,0.0,0.0,19.7,46.2,11.4,22.7
dago,"Dago, Bandung",2026-04-30,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.2,Tinggi,25.31,+/-1.85,82.82,+/-1.56,1.24,+/-1.12,24.66,+/-0.88,0.0,0.0,7.2,58.7,11.4,22.7
dago,"Dago, Bandung",2026-04-30,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,85.0,Tinggi,23.25,+/-1.67,91.75,+/-2.54,0.67,+/-1.11,22.72,+/-1.04,0.0,22.2,53.9,11.4,12.5,0.0
dago,"Dago, Bandung",2026-04-30,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,91.3,Tinggi,22.72,+/-1.71,93.26,+/-2.15,0.12,+/-0.17,22.72,+/-1.71,0.0,0.0,76.1,23.9,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-04-30,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.4,Tinggi,27.28,+/-1.24,71.83,+/-6.04,0.06,+/-0.08,29.2,+/-2.5,0.0,23.5,44.7,31.8,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-04-30,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.4,Tinggi,26.97,+/-2.39,74.66,+/-9.18,0.98,+/-0.9,26.57,+/-2.4,0.0,0.0,31.6,46.2,0.0,22.2
jatinangor,"Jatinangor, Sumedang",2026-04-30,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,89.1,Tinggi,25.3,+/-1.04,79.27,+/-4.96,0.82,+/-0.64,24.92,+/-0.52,0.0,0.0,19.7,68.4,0.0,11.9
jatinangor,"Jatinangor, Sumedang",2026-04-30,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.9,Tinggi,23.41,+/-1.89,92.83,+/-5.24,0.04,+/-0.05,22.86,+/-1.39,0.0,10.8,51.7,25.0,12.5,0.0
jatinangor,"Jatinangor, Sumedang",2026-04-30,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,90.8,Tinggi,22.67,+/-2.0,95.46,+/-3.21,0.26,+/-0.44,22.04,+/-1.3,0.0,0.0,76.1,23.9,0.0,0.0
arjawinangun,"Arjawinangun, Cirebon",2026-04-30,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.3,Tinggi,30.63,+/-0.54,70.04,+/-3.36,0.02,+/-0.07,36.64,+/-1.26,0.0,24.0,53.8,11.4,0.0,10.8
arjawinangun,"Arjawinangun, Cirebon",2026-04-30,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,81.6,Tinggi,31.41,+/-1.14,66.64,+/-5.42,0.09,+/-0.12,37.57,+/-1.78,0.0,23.9,28.3,37.0,0.0,10.8
arjawinangun,"Arjawinangun, Cirebon",2026-04-30,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.9,Tinggi,29.5,+/-1.33,74.96,+/-5.53,0.66,+/-0.68,34.84,+/-2.45,0.0,11.4,29.3,36.5,0.0,22.7
arjawinangun,"Arjawinangun, Cirebon",2026-04-30,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.8,Tinggi,27.31,+/-1.18,86.78,+/-3.45,0.18,+/-0.34,30.08,+/-4.1,0.0,11.4,42.0,35.8,0.0,10.8
