location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.7,Tinggi,25.97,+/-0.52,71.35,+/-3.95,0.27,+/-0.54,25.8,+/-0.28,0.0,32.9,41.4,25.7,0.0,0.0
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,87.1,Tinggi,26.68,+/-2.36,73.69,+/-7.43,0.82,+/-0.72,26.87,+/-2.76,0.0,10.4,18.4,60.2,0.0,11.0
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,81.4,Tinggi,24.82,+/-1.78,82.9,+/-7.19,1.69,+/-1.77,24.36,+/-1.42,0.0,0.0,28.3,39.4,20.3,12.0
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.6,Tinggi,23.04,+/-1.68,90.96,+/-4.0,1.72,+/-1.8,23.04,+/-1.68,0.0,0.0,31.5,35.0,33.4,0.0
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,87.7,Tinggi,21.81,+/-1.05,92.85,+/-3.03,0.19,+/-0.24,21.81,+/-1.05,0.0,0.0,57.3,31.8,11.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.6,Tinggi,26.95,+/-0.44,69.6,+/-4.13,0.04,+/-0.1,28.26,+/-1.09,25.7,11.5,51.8,11.0,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.4,Tinggi,28.09,+/-1.84,69.42,+/-8.77,0.47,+/-0.55,29.17,+/-2.31,0.0,0.0,31.5,32.3,14.8,21.4
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.8,Tinggi,25.0,+/-0.4,83.68,+/-3.41,0.15,+/-0.14,25.0,+/-0.4,0.0,0.0,18.4,36.1,20.3,25.2
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.6,Tinggi,23.38,+/-1.91,91.52,+/-7.55,0.83,+/-1.04,22.88,+/-1.52,0.0,0.0,42.5,31.8,25.7,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.1,Tinggi,22.62,+/-1.86,95.08,+/-4.04,0.33,+/-0.49,22.62,+/-1.86,0.0,0.0,45.8,44.9,9.3,0.0
arjawinangun,"Arjawinangun, Cirebon",2026-05-02,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.4,Tinggi,30.39,+/-0.56,68.47,+/-6.32,0.01,+/-0.03,35.54,+/-0.67,25.7,21.4,39.8,13.1,0.0,0.0
arjawinangun,"Arjawinangun, Cirebon",2026-05-02,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.7,Tinggi,31.6,+/-1.18,64.71,+/-7.61,0.27,+/-0.54,37.39,+/-1.22,11.0,22.5,16.2,40.0,0.0,10.4
arjawinangun,"Arjawinangun, Cirebon",2026-05-02,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,85.2,Tinggi,29.5,+/-1.42,72.99,+/-6.15,0.41,+/-0.53,34.37,+/-2.42,0.0,0.0,30.4,49.8,9.3,10.4
arjawinangun,"Arjawinangun, Cirebon",2026-05-02,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Sedang,79.4,Sedang,27.27,+/-1.05,84.95,+/-5.13,0.02,+/-0.04,29.88,+/-3.29,0.0,22.5,18.9,24.1,24.1,10.4
arjawinangun,"Arjawinangun, Cirebon",2026-05-02,32.09.24.2004,Arjawinangun,kecamatan,no,-6.6453,108.4103,Asia/Jakarta,"BMKG point: Arjawinangun, Kecamatan Arjawinangun",22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,87.4,Tinggi,26.25,+/-1.21,90.54,+/-3.38,0.33,+/-0.62,27.17,+/-2.96,0.0,0.0,57.8,31.8,0.0,10.4
