location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-08-17,00:00,Hujan Ringan,65.3,Sedang,7,9,0.7778,8.9866,22.18,1.9,92.76,5.03,0.79,0.95,22.18,1.9,0.0,0.0,15.2,18.5,22.4,27.2,16.6,0.0
dago,2026-08-17,01:00,Hujan Ringan,69.4,Sedang,7,9,0.7778,8.9866,21.88,1.97,93.56,5.08,0.77,0.92,21.88,1.97,0.0,0.0,15.2,18.5,22.4,43.9,0.0,0.0
dago,2026-08-17,02:00,Cerah Berawan,71.6,Sedang,7,9,0.7778,8.9866,21.7,2.0,94.09,4.78,0.04,0.05,21.7,2.0,0.0,0.0,0.0,50.1,6.0,43.9,0.0,0.0
dago,2026-08-17,03:00,Cerah Berawan,71.1,Sedang,7,9,0.7778,8.9866,21.46,2.05,94.5,4.33,0.37,0.83,21.46,2.05,0.0,0.0,0.0,50.1,22.7,27.2,0.0,0.0
dago,2026-08-17,04:00,Cerah Berawan,71.7,Sedang,7,9,0.7778,8.9866,21.26,2.04,94.25,3.9,0.04,0.05,21.26,2.04,0.0,0.0,0.0,50.1,22.7,27.2,0.0,0.0
dago,2026-08-17,05:00,Cerah Berawan,80.7,Tinggi,9,9,1.0,10.6396,21.19,2.18,94.28,3.33,0.12,0.3,21.19,2.18,33.33,180.0,19.2,42.3,26.1,12.4,0.0,0.0
dago,2026-08-17,06:00,Berawan,81.0,Tinggi,9,9,1.0,10.9097,21.01,2.27,93.84,3.67,0.08,0.2,21.01,2.27,20.0,120.0,18.7,27.8,41.4,12.1,0.0,0.0
dago,2026-08-17,07:00,Cerah Berawan,81.6,Tinggi,9,9,1.0,11.5783,21.41,2.03,89.27,8.14,0.02,0.06,21.41,2.03,6.67,60.0,20.5,38.9,29.3,11.4,0.0,0.0
dago,2026-08-17,08:00,Cerah Berawan,82.4,Tinggi,9,9,1.0,11.992,22.83,1.43,82.03,7.98,0.02,0.06,22.83,1.43,0.0,0.0,34.5,37.5,17.0,11.0,0.0,0.0
dago,2026-08-17,09:00,Cerah,83.8,Tinggi,9,9,1.0,11.5783,24.38,1.39,72.78,7.89,0.04,0.1,24.0,1.08,6.67,60.0,46.5,37.4,4.7,11.4,0.0,0.0
dago,2026-08-17,10:00,Cerah,83.2,Tinggi,9,9,1.0,11.5783,26.61,1.78,63.9,14.49,0.06,0.11,27.57,2.77,6.67,60.0,46.6,25.6,4.7,23.1,0.0,0.0
dago,2026-08-17,11:00,Cerah,81.9,Tinggi,9,9,1.0,11.992,27.88,1.96,57.14,14.56,0.15,0.29,27.86,2.05,0.0,0.0,39.1,24.7,4.5,31.7,0.0,0.0
dago,2026-08-17,12:00,Cerah,83.3,Tinggi,9,9,1.0,11.5783,28.66,2.04,53.46,14.43,0.1,0.3,29.46,3.24,6.67,60.0,48.3,37.3,4.7,9.7,0.0,0.0
dago,2026-08-17,13:00,Cerah Berawan,80.8,Tinggi,9,9,1.0,11.5783,29.43,2.16,46.59,10.65,0.11,0.3,29.99,0.94,6.67,60.0,36.9,37.3,4.7,21.1,0.0,0.0
dago,2026-08-17,14:00,Cerah Berawan,84.7,Tinggi,9,9,1.0,11.992,30.29,1.24,44.57,9.8,0.05,0.15,30.26,0.84,0.0,0.0,39.1,47.0,4.5,9.4,0.0,0.0
dago,2026-08-17,15:00,Cerah Berawan,84.3,Tinggi,9,9,1.0,11.5783,30.07,1.22,45.43,9.51,0.05,0.15,30.04,0.9,6.67,60.0,36.9,48.7,4.7,9.7,0.0,0.0
dago,2026-08-17,16:00,Cerah,87.0,Tinggi,9,9,1.0,11.5783,28.32,1.81,55.03,11.8,0.05,0.15,28.21,1.67,6.67,60.0,61.2,24.4,4.7,9.7,0.0,0.0
dago,2026-08-17,17:00,Cerah,84.7,Tinggi,9,9,1.0,11.992,27.22,1.79,60.55,11.66,0.01,0.03,27.98,2.74,0.0,0.0,48.5,36.0,4.5,11.0,0.0,0.0
dago,2026-08-17,18:00,Cerah,83.3,Tinggi,9,9,1.0,11.5783,25.69,2.01,68.37,11.55,0.04,0.07,25.33,1.94,6.67,60.0,46.5,25.6,4.7,23.2,0.0,0.0
dago,2026-08-17,19:00,Cerah Berawan,81.1,Tinggi,9,9,1.0,11.5783,24.19,1.93,75.96,9.53,0.05,0.09,23.66,1.48,6.67,60.0,34.8,37.3,4.7,23.2,0.0,0.0
dago,2026-08-17,20:00,Cerah,82.7,Tinggi,9,9,1.0,11.992,23.52,1.64,80.08,7.62,0.02,0.04,23.03,1.11,0.0,0.0,38.9,35.7,13.9,11.4,0.0,0.0
dago,2026-08-17,21:00,Cerah,84.3,Tinggi,9,9,1.0,11.5783,23.23,1.46,82.61,6.84,0.01,0.03,23.23,1.46,6.67,60.0,48.2,12.7,27.3,11.8,0.0,0.0
dago,2026-08-17,22:00,Berawan,82.0,Tinggi,9,9,1.0,11.5783,22.69,1.67,84.91,6.29,0.0,0.0,22.69,1.67,6.67,60.0,37.4,23.4,39.1,0.0,0.0,0.0
dago,2026-08-17,23:00,Cerah Berawan,82.5,Tinggi,9,9,1.0,11.992,22.1,1.75,87.16,5.55,0.0,0.0,22.1,1.75,0.0,0.0,36.1,37.5,26.4,0.0,0.0,0.0
dago,2026-08-18,00:00,Cerah Berawan,82.6,Tinggi,9,9,1.0,11.2387,21.62,2.07,89.66,5.5,0.0,0.0,21.62,2.07,13.33,120.0,27.0,44.9,28.2,0.0,0.0,0.0
dago,2026-08-18,01:00,Cerah Berawan,86.6,Tinggi,9,9,1.0,11.5683,21.1,2.23,91.29,4.7,0.0,0.0,21.1,2.23,6.67,60.0,14.4,58.3,27.4,0.0,0.0,0.0
dago,2026-08-18,02:00,Cerah Berawan,91.3,Tinggi,9,9,1.0,11.9803,20.52,2.31,92.69,3.93,0.0,0.0,20.52,2.31,0.0,0.0,0.0,73.6,26.4,0.0,0.0,0.0
dago,2026-08-18,03:00,Cerah Berawan,90.5,Tinggi,9,9,1.0,11.5683,20.16,2.43,93.55,3.51,0.0,0.0,20.16,2.43,6.67,60.0,0.0,73.9,26.1,0.0,0.0,0.0
