location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-06-26,00:00,Cerah,74.0,Sedang,7,9,0.7778,8.9277,21.1,1.81,92.31,2.43,0.0,0.0,21.1,1.81,0.0,0.0,58.8,35.0,6.1,0.0,0.0,0.0
dago,2026-06-26,01:00,Cerah,78.3,Sedang,7,9,0.7778,8.9277,20.49,1.73,93.31,1.82,0.0,0.0,20.49,1.73,0.0,0.0,75.5,18.4,6.1,0.0,0.0,0.0
dago,2026-06-26,02:00,Cerah,78.2,Sedang,7,9,0.7778,8.9277,20.07,1.87,93.31,1.61,0.0,0.0,20.07,1.87,0.0,0.0,75.5,18.4,6.1,0.0,0.0,0.0
dago,2026-06-26,03:00,Cerah,78.1,Sedang,7,9,0.7778,8.9277,19.66,2.09,93.3,1.84,0.0,0.0,19.66,2.09,0.0,0.0,75.5,18.4,6.1,0.0,0.0,0.0
dago,2026-06-26,04:00,Cerah,73.8,Sedang,7,9,0.7778,8.9277,19.38,2.17,92.62,2.7,0.0,0.0,19.38,2.17,0.0,0.0,58.8,18.4,22.8,0.0,0.0,0.0
dago,2026-06-26,05:00,Cerah,73.8,Sedang,7,9,0.7778,8.9277,19.14,2.08,91.86,3.47,0.0,0.0,19.14,2.08,0.0,0.0,58.8,18.4,22.8,0.0,0.0,0.0
dago,2026-06-26,06:00,Cerah,73.8,Sedang,7,9,0.7778,8.9277,19.04,1.92,90.78,4.48,0.0,0.0,19.04,1.92,0.0,0.0,58.8,35.0,6.1,0.0,0.0,0.0
dago,2026-06-26,07:00,Cerah,74.4,Sedang,7,9,0.7778,8.9277,19.82,1.61,87.54,4.63,0.0,0.0,19.82,1.61,0.0,0.0,60.6,33.2,6.1,0.0,0.0,0.0
dago,2026-06-26,08:00,Cerah,74.1,Sedang,7,9,0.7778,8.9277,21.74,1.64,80.14,3.17,0.0,0.0,21.74,1.64,0.0,0.0,59.1,34.8,6.1,0.0,0.0,0.0
dago,2026-06-26,09:00,Cerah Berawan,71.9,Sedang,7,9,0.7778,8.9277,24.0,1.71,68.74,0.44,0.0,0.0,23.27,0.75,0.0,0.0,44.2,49.6,6.1,0.0,0.0,0.0
dago,2026-06-26,10:00,Cerah,70.3,Sedang,7,9,0.7778,8.9277,25.14,0.81,63.34,3.81,0.0,0.0,25.14,0.81,0.0,0.0,42.4,33.1,24.5,0.0,0.0,0.0
dago,2026-06-26,11:00,Cerah Berawan,75.5,Sedang,7,9,0.7778,8.9277,27.27,1.66,57.82,3.55,0.0,0.0,27.95,2.42,0.0,0.0,29.3,64.6,6.1,0.0,0.0,0.0
dago,2026-06-26,12:00,Cerah Berawan,85.8,Tinggi,9,9,1.0,10.6128,28.11,1.59,53.23,4.44,0.0,0.0,28.8,2.18,33.33,180.0,33.5,61.3,5.2,0.0,0.0,0.0
dago,2026-06-26,13:00,Cerah,85.9,Tinggi,9,9,1.0,10.8822,28.57,1.61,52.17,5.48,0.0,0.0,29.29,2.36,20.0,120.0,59.9,35.0,5.0,0.0,0.0,0.0
dago,2026-06-26,14:00,Cerah Berawan,84.5,Tinggi,9,9,1.0,11.5623,28.55,1.61,52.5,5.88,0.0,0.0,28.5,1.46,6.67,60.0,46.7,48.5,4.7,0.0,0.0,0.0
dago,2026-06-26,15:00,Cerah Berawan,84.9,Tinggi,9,9,1.0,11.9915,28.16,1.53,54.44,6.47,0.0,0.0,28.19,1.39,0.0,0.0,37.6,46.9,15.5,0.0,0.0,0.0
dago,2026-06-26,16:00,Cerah,81.1,Tinggi,9,9,1.0,11.5623,27.51,1.45,58.6,7.23,0.04,0.07,28.41,2.51,6.67,60.0,35.2,12.7,29.0,23.1,0.0,0.0
dago,2026-06-26,17:00,Cerah Berawan,84.5,Tinggi,9,9,1.0,11.5623,26.37,1.59,69.03,9.64,0.01,0.03,25.35,0.47,6.67,60.0,9.9,49.8,28.7,11.5,0.0,0.0
dago,2026-06-26,18:00,Cerah Berawan,88.3,Tinggi,9,9,1.0,11.9915,24.16,2.14,76.96,9.13,0.01,0.03,24.66,2.93,0.0,0.0,9.6,62.6,16.8,11.1,0.0,0.0
dago,2026-06-26,19:00,Cerah Berawan,84.8,Tinggi,9,9,1.0,11.5623,23.32,1.77,84.64,4.8,0.02,0.04,23.32,1.77,6.67,60.0,9.9,49.8,17.4,22.8,0.0,0.0
dago,2026-06-26,20:00,Cerah Berawan,87.7,Tinggi,9,9,1.0,11.5623,23.02,1.32,85.31,6.45,0.0,0.0,23.02,1.32,6.67,60.0,9.9,61.2,28.9,0.0,0.0,0.0
dago,2026-06-26,21:00,Cerah Berawan,89.1,Tinggi,9,9,1.0,11.9915,22.56,1.12,87.94,5.51,0.0,0.0,22.56,1.12,0.0,0.0,9.6,62.6,27.8,0.0,0.0,0.0
dago,2026-06-26,22:00,Cerah Berawan,87.9,Tinggi,9,9,1.0,11.5623,22.21,1.14,89.1,4.87,0.0,0.0,22.21,1.14,6.67,60.0,9.9,61.2,28.9,0.0,0.0,0.0
dago,2026-06-26,23:00,Cerah Berawan,84.0,Tinggi,9,9,1.0,11.2189,21.65,1.26,90.59,4.0,0.0,0.0,21.65,1.26,13.33,120.0,10.2,48.3,41.4,0.0,0.0,0.0
dago,2026-06-27,00:00,Berawan,89.7,Tinggi,9,9,1.0,11.9239,20.31,0.61,93.46,3.87,0.0,0.0,20.31,0.61,0.0,0.0,0.0,35.9,64.1,0.0,0.0,0.0
dago,2026-06-27,01:00,Berawan,88.5,Tinggi,9,9,1.0,11.5042,19.93,0.78,93.71,3.94,0.0,0.0,19.93,0.78,6.67,60.0,0.0,37.2,62.8,0.0,0.0,0.0
dago,2026-06-27,02:00,Berawan,91.5,Tinggi,9,9,1.0,11.5042,19.99,1.75,93.3,4.01,0.0,0.0,19.99,1.75,6.67,60.0,0.0,22.9,77.1,0.0,0.0,0.0
dago,2026-06-27,03:00,Berawan,92.6,Tinggi,9,9,1.0,11.9239,19.68,1.78,93.09,4.33,0.0,0.0,19.68,1.78,0.0,0.0,9.6,12.5,77.9,0.0,0.0,0.0
dago,2026-06-27,04:00,Berawan,91.5,Tinggi,9,9,1.0,11.5042,19.46,1.84,92.68,4.91,0.0,0.0,19.46,1.84,6.67,60.0,10.0,12.7,77.3,0.0,0.0,0.0
dago,2026-06-27,05:00,Berawan,88.7,Tinggi,9,9,1.0,11.5042,19.68,1.82,91.4,5.33,0.0,0.0,19.68,1.82,6.67,60.0,20.9,12.7,66.3,0.0,0.0,0.0
dago,2026-06-27,06:00,Berawan,86.2,Tinggi,9,9,1.0,11.9239,19.68,1.74,90.96,5.65,0.0,0.0,19.68,1.74,0.0,0.0,14.1,33.0,52.9,0.0,0.0,0.0
dago,2026-06-27,07:00,Cerah Berawan,84.4,Tinggi,9,9,1.0,11.5042,20.43,1.52,88.71,5.64,0.0,0.0,20.43,1.52,6.67,60.0,23.9,48.4,27.7,0.0,0.0,0.0
dago,2026-06-27,08:00,Cerah Berawan,87.1,Tinggi,9,9,1.0,11.5042,22.83,1.89,79.98,2.76,0.0,0.0,22.83,1.89,6.67,60.0,12.9,59.4,27.7,0.0,0.0,0.0
dago,2026-06-27,09:00,Cerah Berawan,88.6,Tinggi,9,9,1.0,11.9239,24.28,0.95,69.94,5.95,0.0,0.0,24.28,0.95,0.0,0.0,12.5,60.8,26.7,0.0,0.0,0.0
