location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-09-21,00:00,Cerah Berawan,55.7,Rendah,4,9,0.4444,5.6579,21.91,0.09,85.86,3.4,0.0,0.0,21.91,0.09,0.0,0.0,44.3,55.7,0.0,0.0,0.0,0.0
dago,2026-09-21,01:00,Cerah Berawan,55.7,Rendah,4,9,0.4444,5.6579,21.73,0.05,86.61,3.22,0.0,0.0,21.73,0.05,0.0,0.0,44.3,55.7,0.0,0.0,0.0,0.0
dago,2026-09-21,02:00,Cerah Berawan,59.0,Rendah,4,9,0.4444,5.6579,21.38,0.23,87.19,3.51,0.0,0.0,21.38,0.23,0.0,0.0,19.9,80.1,0.0,0.0,0.0,0.0
dago,2026-09-21,03:00,Cerah Berawan,55.3,Rendah,4,9,0.4444,5.6579,20.68,0.76,87.04,3.71,0.0,0.0,20.68,0.76,0.0,0.0,19.9,55.7,24.4,0.0,0.0,0.0
dago,2026-09-21,04:00,Cerah Berawan,55.5,Rendah,4,9,0.4444,5.6579,20.49,0.82,88.94,0.77,0.0,0.0,20.49,0.82,0.0,0.0,19.9,55.7,24.4,0.0,0.0,0.0
dago,2026-09-21,05:00,Cerah Berawan,55.5,Rendah,4,9,0.4444,5.6579,20.48,0.88,87.34,0.94,0.0,0.0,20.48,0.88,0.0,0.0,19.9,55.7,24.4,0.0,0.0,0.0
dago,2026-09-21,06:00,Cerah Berawan,55.4,Rendah,4,9,0.4444,5.6579,20.65,0.86,83.97,2.47,0.0,0.0,20.65,0.86,0.0,0.0,19.9,55.7,24.4,0.0,0.0,0.0
dago,2026-09-21,07:00,Cerah Berawan,54.0,Rendah,4,9,0.4444,5.6579,21.96,0.44,76.37,5.5,0.0,0.0,21.96,0.44,0.0,0.0,49.8,50.2,0.0,0.0,0.0,0.0
dago,2026-09-21,08:00,Cerah,59.0,Rendah,4,9,0.4444,5.6579,24.09,0.61,66.2,7.67,0.0,0.0,24.09,0.61,0.0,0.0,74.2,25.8,0.0,0.0,0.0,0.0
dago,2026-09-21,09:00,Cerah,59.0,Rendah,4,9,0.4444,5.6579,26.32,0.97,53.07,0.82,0.0,0.0,26.47,1.18,0.0,0.0,74.2,25.8,0.0,0.0,0.0,0.0
dago,2026-09-21,10:00,Cerah,59.0,Rendah,4,9,0.4444,5.6579,28.22,1.22,50.77,9.09,0.0,0.0,28.45,1.33,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
dago,2026-09-21,11:00,Cerah Berawan,53.7,Rendah,4,9,0.4444,5.6579,29.48,1.33,43.29,1.87,0.06,0.09,29.89,1.06,0.0,0.0,19.9,50.2,0.0,29.9,0.0,0.0
dago,2026-09-21,12:00,Cerah Berawan,53.5,Rendah,4,9,0.4444,5.6579,30.19,1.37,44.9,4.63,0.06,0.09,30.54,1.24,0.0,0.0,19.9,50.2,0.0,29.9,0.0,0.0
dago,2026-09-21,13:00,Berawan,54.4,Rendah,4,9,0.4444,5.6579,29.23,0.2,48.07,0.85,0.06,0.09,30.16,0.79,0.0,0.0,19.9,0.0,50.2,29.9,0.0,0.0
dago,2026-09-21,14:00,Berawan,61.5,Sedang,6,9,0.6667,7.316,29.22,1.52,47.36,4.76,0.19,0.34,29.63,1.33,50.0,180.0,27.9,10.1,38.8,23.1,0.0,0.0
dago,2026-09-21,15:00,Berawan,62.6,Sedang,6,9,0.6667,7.5859,28.08,0.44,50.61,1.16,0.18,0.33,29.19,1.18,30.0,120.0,26.9,13.3,37.4,22.3,0.0,0.0
dago,2026-09-21,16:00,Hujan Ringan,63.1,Sedang,6,9,0.6667,8.2563,27.91,1.48,52.22,5.13,0.18,0.32,27.39,2.69,10.0,60.0,28.8,34.0,0.0,37.2,0.0,0.0
dago,2026-09-21,17:00,Berawan,63.6,Sedang,6,9,0.6667,8.6726,26.37,0.27,56.99,4.95,0.04,0.08,26.27,2.48,0.0,0.0,32.2,15.6,32.7,19.5,0.0,0.0
dago,2026-09-21,18:00,Cerah Berawan,65.6,Sedang,6,9,0.6667,8.2563,24.8,1.88,66.83,5.9,0.04,0.08,24.99,2.22,10.0,60.0,15.1,47.6,16.7,20.5,0.0,0.0
