location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
dago,"Dago, Bandung",2026-05-01,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.1,Tinggi,26.19,+/-0.34,72.38,+/-4.77,0.24,+/-0.55,26.11,+/-0.29,13.1,32.9,39.2,14.8,0.0,0.0
dago,"Dago, Bandung",2026-05-01,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.7,Tinggi,26.5,+/-2.08,74.0,+/-9.67,1.18,+/-0.74,26.72,+/-2.38,0.0,0.0,17.3,59.1,0.0,23.5
dago,"Dago, Bandung",2026-05-01,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.9,Tinggi,24.78,+/-1.78,82.54,+/-7.26,2.91,+/-2.17,24.33,+/-1.44,0.0,0.0,6.9,38.9,21.4,32.9
dago,"Dago, Bandung",2026-05-01,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.8,Tinggi,22.96,+/-1.82,90.77,+/-2.66,0.7,+/-0.82,22.39,+/-1.14,0.0,11.0,32.1,57.0,0.0,0.0
dago,"Dago, Bandung",2026-05-01,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.4,Tinggi,22.51,+/-1.85,90.87,+/-3.18,0.13,+/-0.27,22.51,+/-1.85,14.8,11.0,54.0,20.3,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-01,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,85.2,Tinggi,26.91,+/-1.44,72.55,+/-4.8,0.25,+/-0.54,28.87,+/-3.58,0.0,24.6,49.6,25.7,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-01,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,84.3,Tinggi,28.69,+/-1.6,68.61,+/-10.18,0.52,+/-0.64,30.49,+/-0.48,0.0,0.0,40.9,48.2,0.0,11.0
jatinangor,"Jatinangor, Sumedang",2026-05-01,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,87.6,Tinggi,25.08,+/-2.32,82.76,+/-6.86,1.24,+/-0.62,24.61,+/-1.96,0.0,0.0,6.9,61.9,9.3,21.9
jatinangor,"Jatinangor, Sumedang",2026-05-01,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.1,Tinggi,23.04,+/-2.24,91.71,+/-5.26,0.35,+/-0.74,22.4,+/-1.59,0.0,11.0,55.6,33.4,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-01,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,91.8,Tinggi,22.01,+/-2.07,93.65,+/-3.84,0.06,+/-0.18,22.01,+/-2.07,0.0,14.8,75.9,9.3,0.0,0.0
