location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,87.8,Tinggi,25.94,+/-0.68,71.11,+/-4.01,0.02,+/-0.07,26.12,+/-1.03,0.0,60.3,28.3,11.4,0.0,0.0
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,87.1,Tinggi,27.36,+/-0.76,68.09,+/-3.72,0.11,+/-0.13,28.7,+/-0.38,0.0,11.9,18.7,58.0,0.0,11.4
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Lebat,80.0,Tinggi,24.59,+/-1.37,82.73,+/-6.17,1.29,+/-1.36,24.19,+/-1.06,0.0,0.0,30.1,25.0,9.7,35.3
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,83.2,Tinggi,23.28,+/-1.77,89.89,+/-4.11,0.74,+/-0.86,22.72,+/-1.13,0.0,0.0,43.7,46.6,9.7,0.0
dago,"Dago, Bandung",2026-05-02,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.5,Tinggi,22.46,+/-0.85,92.08,+/-3.01,0.1,+/-0.15,22.46,+/-0.85,0.0,0.0,55.6,44.4,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.9,Tinggi,27.32,+/-1.17,69.58,+/-3.8,0.24,+/-0.48,28.18,+/-1.37,0.0,12.5,51.0,36.5,0.0,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,82.8,Tinggi,27.62,+/-2.51,71.17,+/-10.67,0.34,+/-0.5,29.37,+/-4.83,0.0,47.3,16.8,25.0,0.0,10.8
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.2,Tinggi,25.44,+/-0.4,81.89,+/-4.35,0.05,+/-0.05,25.44,+/-0.4,0.0,22.2,30.6,37.5,9.7,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.8,Tinggi,23.38,+/-2.05,91.73,+/-6.74,0.12,+/-0.19,22.83,+/-1.61,0.0,11.4,44.3,34.7,9.7,0.0
jatinangor,"Jatinangor, Sumedang",2026-05-02,32.11.15.2002,Hegarmanah,kecamatan,yes,-6.938,107.7556,Asia/Jakarta,"BMKG representative point: Hegarmanah, Kecamatan Jatinangor",22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.0,Tinggi,22.95,+/-1.83,94.48,+/-4.82,0.02,+/-0.04,22.95,+/-1.83,0.0,0.0,55.6,44.4,0.0,0.0
