location_slug,location_name,target_date,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,location_note,jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat,temp_std,rh_std,rain_std,heat_index_std,sources_expected,coverage_fraction,gap_mean_minutes,gap_max_minutes
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",00:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.2,Sedang,21.27,+/-0.64,92.82,+/-3.83,0.03,+/-0.05,21.27,+/-0.64,14.3,50.2,22.5,13.0,0.0,0.0,0.64,3.83,0.05,0.64,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",01:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.2,Sedang,20.76,+/-0.65,94.0,+/-3.41,0.01,+/-0.03,20.76,+/-0.65,14.3,50.2,22.5,13.0,0.0,0.0,0.65,3.41,0.03,0.65,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.2,Sedang,20.42,+/-0.81,94.28,+/-2.97,0.0,+/-0.0,20.42,+/-0.81,27.3,50.2,22.5,0.0,0.0,0.0,0.81,2.97,0.0,0.81,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",03:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.1,Sedang,20.07,+/-1.0,94.24,+/-2.93,0.0,+/-0.0,20.07,+/-1.0,27.3,50.2,22.5,0.0,0.0,0.0,1.0,2.93,0.0,1.0,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",04:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,71.5,Sedang,20.72,+/-2.35,95.15,+/-2.09,0.0,+/-0.0,20.72,+/-2.35,27.3,50.2,22.5,0.0,0.0,0.0,2.35,2.09,0.0,2.35,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",05:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,72.1,Sedang,19.59,+/-1.06,94.31,+/-2.04,0.0,+/-0.0,19.59,+/-1.06,27.3,50.2,22.5,0.0,0.0,0.0,1.06,2.04,0.0,1.06,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",06:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah,70.5,Sedang,19.12,+/-0.19,93.45,+/-3.09,0.0,+/-0.0,19.12,+/-0.19,42.1,35.0,22.9,0.0,0.0,0.0,0.19,3.09,0.0,0.19,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",07:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah,70.1,Sedang,20.51,+/-0.76,87.54,+/-5.13,0.0,+/-0.0,20.51,+/-0.76,42.1,35.3,22.5,0.0,0.0,0.0,0.76,5.13,0.0,0.76,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",08:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah,74.3,Sedang,22.92,+/-1.53,80.23,+/-4.52,0.0,+/-0.0,22.92,+/-1.53,60.7,33.3,6.0,0.0,0.0,0.0,1.53,4.52,0.0,1.53,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",09:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah,79.1,Sedang,24.07,+/-0.68,72.12,+/-3.16,0.0,+/-0.0,24.07,+/-0.68,77.5,16.5,6.0,0.0,0.0,0.0,0.68,3.16,0.0,0.68,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah,75.1,Sedang,26.24,+/-1.35,65.01,+/-2.88,0.0,+/-0.0,26.99,+/-2.5,62.7,31.3,6.0,0.0,0.0,0.0,1.35,2.88,0.0,2.5,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",11:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,75.8,Sedang,27.47,+/-1.36,59.53,+/-4.49,0.02,+/-0.04,28.66,+/-2.69,13.0,66.2,6.0,14.8,0.0,0.0,1.36,4.49,0.04,2.69,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",12:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,75.6,Sedang,28.22,+/-1.33,55.84,+/-6.89,0.05,+/-0.11,28.2,+/-0.93,13.0,66.2,6.0,14.8,0.0,0.0,1.33,6.89,0.11,0.93,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,67.3,Sedang,28.12,+/-1.71,57.3,+/-9.54,0.11,+/-0.22,27.99,+/-1.24,29.8,35.0,6.0,29.2,0.0,0.0,1.71,9.54,0.22,1.24,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",14:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Cerah Berawan,66.9,Sedang,27.85,+/-1.76,59.54,+/-10.08,0.08,+/-0.14,29.12,+/-3.38,13.0,33.3,24.6,29.2,0.0,0.0,1.76,10.08,0.14,3.38,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",15:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Hujan Ringan,70.0,Sedang,27.46,+/-1.73,62.02,+/-10.66,0.06,+/-0.08,28.81,+/-3.31,13.0,16.8,24.6,45.6,0.0,0.0,1.73,10.66,0.08,3.31,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,7,8.8641,cukup,"CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,UKMO",Hujan Ringan,70.3,Sedang,26.8,+/-1.76,71.16,+/-5.42,0.12,+/-0.14,26.41,+/-1.7,13.0,16.8,24.6,45.6,0.0,0.0,1.76,5.42,0.14,1.7,9,0.7778,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",17:00,9,10.5502,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,81.5,Tinggi,25.14,+/-2.1,74.95,+/-9.05,0.11,+/-0.12,24.81,+/-2.16,10.9,36.7,5.1,47.3,0.0,0.0,2.1,9.05,0.12,2.16,9,1.0,33.33,180.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",18:00,9,10.8185,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.6,Tinggi,23.87,+/-1.9,83.24,+/-0.39,0.04,+/-0.05,23.34,+/-1.48,10.6,38.3,5.0,46.2,0.0,0.0,1.9,0.39,0.05,1.48,9,1.0,20.0,120.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",19:00,9,11.4986,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,83.7,Tinggi,23.22,+/-1.82,84.93,+/-4.98,0.04,+/-0.05,23.22,+/-1.82,10.0,38.9,4.7,46.4,0.0,0.0,1.82,4.98,0.05,1.82,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",20:00,9,11.9296,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,82.3,Tinggi,22.6,+/-1.73,88.83,+/-2.27,0.27,+/-0.53,22.6,+/-1.73,9.6,37.5,15.5,37.3,0.0,0.0,1.73,2.27,0.53,1.73,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",21:00,9,11.4986,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,81.7,Tinggi,22.26,+/-1.69,89.8,+/-3.03,0.26,+/-0.51,22.26,+/-1.69,21.4,38.9,17.4,22.3,0.0,0.0,1.69,3.03,0.51,1.69,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",22:00,9,11.4986,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.7,Tinggi,21.75,+/-1.79,91.65,+/-2.58,0.31,+/-0.54,21.75,+/-1.79,21.4,13.0,30.6,35.0,0.0,0.0,1.79,2.58,0.54,1.79,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-21,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",23:00,9,11.9296,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.7,Tinggi,20.7,+/-0.94,93.17,+/-2.89,0.34,+/-0.55,20.7,+/-0.94,20.6,0.0,42.0,37.3,0.0,0.0,0.94,2.89,0.55,0.94,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",00:00,9,11.0981,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.5,Tinggi,21.02,+/-2.07,95.08,+/-3.06,0.05,+/-0.1,21.02,+/-2.07,30.5,0.0,44.8,24.7,0.0,0.0,2.07,3.06,0.1,2.07,9,1.0,13.33,120.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",01:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.7,Tinggi,20.73,+/-2.17,95.46,+/-3.51,0.08,+/-0.14,20.73,+/-2.17,21.0,11.5,43.5,24.0,0.0,0.0,2.17,3.51,0.14,2.17,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",02:00,9,11.8489,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.5,Tinggi,20.45,+/-2.2,95.78,+/-3.29,0.04,+/-0.1,20.45,+/-2.2,23.8,24.9,39.0,12.3,0.0,0.0,2.2,3.29,0.1,2.2,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",03:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,79.9,Sedang,20.38,+/-2.33,95.83,+/-3.3,0.07,+/-0.14,20.38,+/-2.33,32.5,14.4,29.1,24.0,0.0,0.0,2.33,3.3,0.14,2.33,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",04:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,79.8,Sedang,20.15,+/-2.49,96.24,+/-3.38,0.04,+/-0.1,20.15,+/-2.49,32.5,25.6,29.1,12.8,0.0,0.0,2.49,3.38,0.1,2.49,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",05:00,9,11.8489,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,81.5,Tinggi,20.0,+/-2.5,96.19,+/-3.83,0.03,+/-0.07,20.0,+/-2.5,23.8,35.8,28.1,12.3,0.0,0.0,2.5,3.83,0.07,2.5,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",06:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,82.8,Tinggi,20.0,+/-2.44,96.7,+/-2.99,0.01,+/-0.03,20.0,+/-2.44,43.8,25.6,17.8,12.8,0.0,0.0,2.44,2.99,0.03,2.44,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",07:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,85.3,Tinggi,21.26,+/-2.32,90.24,+/-8.56,0.0,+/-0.0,21.26,+/-2.32,55.1,14.4,30.6,0.0,0.0,0.0,2.32,8.56,0.0,2.32,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",08:00,9,11.8489,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,87.7,Tinggi,22.72,+/-1.61,83.82,+/-7.57,0.0,+/-0.0,22.72,+/-1.61,59.7,23.4,16.9,0.0,0.0,0.0,1.61,7.57,0.0,1.61,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",09:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,87.3,Tinggi,23.83,+/-0.69,77.63,+/-7.81,0.02,+/-0.07,23.83,+/-0.69,59.8,24.0,4.7,11.5,0.0,0.0,0.69,7.81,0.07,0.69,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",10:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,86.2,Tinggi,25.95,+/-1.22,69.51,+/-11.3,0.08,+/-0.23,25.67,+/-1.01,58.0,25.8,4.7,11.5,0.0,0.0,1.22,11.3,0.23,1.01,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",11:00,9,11.8489,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,84.7,Tinggi,26.89,+/-1.32,64.12,+/-11.42,0.25,+/-0.45,26.96,+/-1.31,49.7,12.6,4.6,33.1,0.0,0.0,1.32,11.42,0.45,1.31,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",12:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,83.2,Tinggi,27.43,+/-1.47,61.88,+/-12.93,0.28,+/-0.51,27.42,+/-1.54,47.9,13.0,4.7,34.3,0.0,0.0,1.47,12.93,0.51,1.54,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",13:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.7,Tinggi,27.6,+/-1.66,61.2,+/-14.89,0.05,+/-0.08,28.77,+/-3.4,36.7,13.0,4.7,45.6,0.0,0.0,1.66,14.89,0.08,3.4,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",14:00,9,11.8489,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah,81.8,Tinggi,27.48,+/-1.62,62.03,+/-14.84,0.18,+/-0.26,28.67,+/-3.29,38.9,23.4,4.6,33.1,0.0,0.0,1.62,14.84,0.26,3.29,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",15:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,85.4,Tinggi,26.98,+/-1.51,65.33,+/-14.37,0.39,+/-0.39,26.92,+/-1.71,25.3,13.0,4.7,56.9,0.0,0.0,1.51,14.37,0.39,1.71,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",16:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,85.4,Tinggi,25.64,+/-1.82,73.1,+/-12.15,0.42,+/-0.35,25.51,+/-2.07,14.4,24.0,4.7,56.9,0.0,0.0,1.82,12.15,0.35,2.07,9,1.0,6.67,60.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",17:00,9,11.8489,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,82.8,Tinggi,24.56,+/-1.45,78.76,+/-8.17,0.18,+/-0.24,24.2,+/-1.18,20.5,40.5,4.6,34.4,0.0,0.0,1.45,8.17,0.24,1.18,9,1.0,0.0,0.0
dago,"Dago, Bandung",2026-06-22,32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung",18:00,9,11.4318,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,83.8,Tinggi,23.49,+/-1.59,82.65,+/-4.84,0.08,+/-0.12,23.49,+/-1.59,10.1,38.4,4.7,46.9,0.0,0.0,1.59,4.84,0.12,1.59,9,1.0,6.67,60.0
