tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-09-2026,00:00,18.0,Cerah,93.0,2.3
20-09-2026,01:00,18.0,Cerah,93.0,2.3
20-09-2026,02:00,17.0,Cerah,93.0,1.1
20-09-2026,03:00,17.0,Cerah,93.0,1.1
20-09-2026,04:00,17.0,Cerah,93.0,1.1
20-09-2026,05:00,20.0,Cerah,85.0,2.0
20-09-2026,06:00,20.0,Cerah,85.0,2.0
20-09-2026,07:00,20.0,Cerah,85.0,2.0
20-09-2026,08:00,27.0,Cerah,52.0,4.1
20-09-2026,09:00,27.0,Cerah,52.0,4.1
20-09-2026,10:00,27.0,Cerah,52.0,4.1
20-09-2026,11:00,29.0,Cerah Berawan,47.0,6.3
20-09-2026,12:00,29.0,Cerah Berawan,47.0,6.3
20-09-2026,13:00,29.0,Cerah Berawan,47.0,6.3
20-09-2026,14:00,25.0,Cerah Berawan,78.0,0.1
20-09-2026,15:00,25.0,Cerah Berawan,78.0,0.1
20-09-2026,16:00,25.0,Cerah Berawan,78.0,0.1
20-09-2026,17:00,22.0,Hujan Ringan,89.0,2.1
20-09-2026,18:00,22.0,Hujan Ringan,89.0,2.1
20-09-2026,19:00,22.0,Hujan Ringan,89.0,2.1
20-09-2026,20:00,20.0,Cerah,95.0,1.1
20-09-2026,21:00,20.0,Cerah,95.0,1.1
20-09-2026,22:00,20.0,Cerah,95.0,1.1
20-09-2026,23:00,20.0,Cerah,95.0,1.1
