jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,83.4,Tinggi,27.28,+/-1.24,71.83,+/-6.04,0.06,+/-0.08,29.2,+/-2.5,0.0,23.5,44.7,31.8,0.0,0.0
13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.4,Tinggi,26.97,+/-2.39,74.66,+/-9.18,0.98,+/-0.9,26.57,+/-2.4,0.0,0.0,31.6,46.2,0.0,22.2
16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,89.1,Tinggi,25.3,+/-1.04,79.27,+/-4.96,0.82,+/-0.64,24.92,+/-0.52,0.0,0.0,19.7,68.4,0.0,11.9
19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.9,Tinggi,23.41,+/-1.89,92.83,+/-5.24,0.04,+/-0.05,22.86,+/-1.39,0.0,10.8,51.7,25.0,12.5,0.0
22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,90.8,Tinggi,22.67,+/-2.0,95.46,+/-3.21,0.26,+/-0.44,22.04,+/-1.3,0.0,0.0,76.1,23.9,0.0,0.0
