tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-08-2026,11:00,29.0,Cerah Berawan,46.0,6.2
27-08-2026,12:00,29.0,Cerah Berawan,46.0,6.2
27-08-2026,13:00,29.0,Cerah Berawan,46.0,6.2
27-08-2026,14:00,29.0,Cerah Berawan,46.0,6.2
27-08-2026,15:00,29.0,Cerah Berawan,46.0,6.2
27-08-2026,16:00,23.0,Berawan,71.0,5.5
27-08-2026,17:00,23.0,Berawan,71.0,5.5
27-08-2026,18:00,23.0,Berawan,71.0,5.5
27-08-2026,19:00,20.0,Cerah,89.0,4.1
27-08-2026,20:00,20.0,Cerah,89.0,4.1
27-08-2026,21:00,20.0,Cerah,89.0,4.1
27-08-2026,22:00,19.0,Berawan,94.0,3.4
27-08-2026,23:00,19.0,Berawan,94.0,3.4
