jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,81.2,Tinggi,27.52,+/-1.02,69.86,+/-4.46,0.88,+/-1.79,29.26,+/-2.44,0.0,25.6,40.1,22.9,0.0,11.4
13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.3,Tinggi,26.72,+/-2.68,75.75,+/-11.42,1.18,+/-1.1,26.52,+/-2.92,0.0,0.0,41.3,47.9,0.0,10.8
16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.7,Tinggi,26.23,+/-2.31,78.91,+/-7.64,0.02,+/-0.04,27.72,+/-4.51,0.0,0.0,52.2,35.8,0.0,11.9
19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.7,Tinggi,23.25,+/-2.08,93.68,+/-4.95,0.15,+/-0.23,22.68,+/-1.61,0.0,0.0,51.7,35.8,12.5,0.0
22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,90.9,Tinggi,22.69,+/-2.05,96.23,+/-2.71,0.26,+/-0.44,22.07,+/-1.4,0.0,0.0,76.1,23.9,0.0,0.0
