tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
07-09-2026,07:00,28.0,Cerah,43.0,8.2
07-09-2026,08:00,28.0,Cerah,43.0,8.2
07-09-2026,09:00,28.0,Cerah,43.0,8.2
07-09-2026,10:00,28.0,Cerah,43.0,8.2
07-09-2026,11:00,28.0,Cerah,43.0,8.2
07-09-2026,12:00,31.0,Cerah Berawan,35.0,7.4
07-09-2026,13:00,31.0,Cerah Berawan,35.0,7.4
07-09-2026,14:00,31.0,Cerah Berawan,35.0,7.4
07-09-2026,15:00,29.0,Cerah,47.0,7.2
07-09-2026,16:00,29.0,Cerah,47.0,7.2
07-09-2026,17:00,29.0,Cerah,47.0,7.2
07-09-2026,18:00,23.0,Cerah,84.0,6.3
07-09-2026,19:00,23.0,Cerah,84.0,6.3
07-09-2026,20:00,23.0,Cerah,84.0,6.3
07-09-2026,21:00,20.0,Cerah,90.0,3.0
07-09-2026,22:00,20.0,Cerah,90.0,3.0
07-09-2026,23:00,20.0,Cerah,90.0,3.0
