tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-09-2026,00:00,18.0,Cerah,95.0,1.2
14-09-2026,01:00,18.0,Cerah,95.0,1.2
14-09-2026,02:00,17.0,Cerah,94.0,1.0
14-09-2026,03:00,17.0,Cerah,94.0,1.0
14-09-2026,04:00,17.0,Cerah,94.0,1.0
14-09-2026,05:00,19.0,Cerah,88.0,3.3
14-09-2026,06:00,19.0,Cerah,88.0,3.3
14-09-2026,07:00,19.0,Cerah,88.0,3.3
14-09-2026,08:00,27.0,Cerah,42.0,7.9
14-09-2026,09:00,27.0,Cerah,42.0,7.9
14-09-2026,10:00,27.0,Cerah,42.0,7.9
14-09-2026,11:00,31.0,Cerah,25.0,9.4
14-09-2026,12:00,31.0,Cerah,25.0,9.4
14-09-2026,13:00,31.0,Cerah,25.0,9.4
14-09-2026,14:00,29.0,Cerah Berawan,27.0,12.9
14-09-2026,15:00,29.0,Cerah Berawan,27.0,12.9
14-09-2026,16:00,29.0,Cerah Berawan,27.0,12.9
14-09-2026,17:00,22.0,Cerah Berawan,60.0,4.6
14-09-2026,18:00,22.0,Cerah Berawan,60.0,4.6
14-09-2026,19:00,22.0,Cerah Berawan,60.0,4.6
14-09-2026,20:00,18.0,Berawan,86.0,3.8
14-09-2026,21:00,18.0,Berawan,86.0,3.8
14-09-2026,22:00,18.0,Berawan,86.0,3.8
14-09-2026,23:00,18.0,Berawan,86.0,3.8
