jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,86.6,Tinggi,26.95,+/-0.44,69.6,+/-4.13,0.04,+/-0.1,28.26,+/-1.09,25.7,11.5,51.8,11.0,0.0,0.0
13:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,80.4,Tinggi,28.09,+/-1.84,69.42,+/-8.77,0.47,+/-0.55,29.17,+/-2.31,0.0,0.0,31.5,32.3,14.8,21.4
16:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,82.8,Tinggi,25.0,+/-0.4,83.68,+/-3.41,0.15,+/-0.14,25.0,+/-0.4,0.0,0.0,18.4,36.1,20.3,25.2
19:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,82.6,Tinggi,23.38,+/-1.91,91.52,+/-7.55,0.83,+/-1.04,22.88,+/-1.52,0.0,0.0,42.5,31.8,25.7,0.0
22:00,9,9.13,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.1,Tinggi,22.62,+/-1.86,95.08,+/-4.04,0.33,+/-0.49,22.62,+/-1.86,0.0,0.0,45.8,44.9,9.3,0.0
