target_date,jam,target_datetime,lead_hours,lead_bucket,mission,location_personality,microclimate_profile,atmospheric_mode,predictability,dominant_category,dominant_category_probability,category_disagreement,sources_used,source_ids,coverage_fraction,temp_p05,temp_p10,temp_p25,temp_p50,temp_p75,temp_p90,temp_p95,temp_micro_p50,temp_micro_adjustment,rh_p10,rh_p50,rh_p90,rh_micro_p50,rh_micro_adjustment,rain_p05,rain_p10,rain_p25,rain_p50,rain_p75,rain_p90,rain_p95,prob_rain,prob_moderate_heavy_rain,prob_heavy_rain,wind_p50,wind_p90,gust_p90,heat_index_p50,heat_index_p90,cloud_p50,cape_p50,visibility_p10,analog_probability,analog_cases,direct_hit_risk,nearby_rain_risk,rain_displacement_risk,spatial_uncertainty,rain_threat_score,rain_threat_level,heavy_rain_threat_score,heavy_rain_threat_level,wind_threat_score,wind_threat_level,heat_discomfort_threat_score,heat_discomfort_threat_level,low_visibility_threat_score,low_visibility_threat_level,thunderstorm_proxy_threat_score,thunderstorm_proxy_threat_level,uncertainty_score,forecast_stress_index,forecast_failure_risk,self_doubt_score,main_failure_mode,scenario_dry_miss,scenario_nearby_rain_only,scenario_direct_light_rain,scenario_direct_moderate_rain,scenario_convective_burst,walking_score,motorbike_score,outdoor_event_score,fieldwork_score,laundry_score,sport_score,trust_level,operational_status,autopilot_route,confidence_score_base,source_health_mean,gap_mean_minutes,decision_recommendation,expert_council,counterfactual_summary,forecast_contract_summary,explanation,dew_point_c,apparent_temperature_c,pressure_msl_hpa,surface_pressure_hpa,wind_direction_deg,uv_index,grid_sampling_status,grid_points_used,grid_rain_point_fraction,grid_max_rain_mm,grid_center_rain_mm,grid_direct_hit_risk,grid_nearby_rain_risk,grid_spatial_uncertainty,sentinel_public_version,official_warning_disclaimer,calibration_status,verification_cases,risk_score_basis,public_safety_note
2026-09-19,00:00,2026-09-19T00:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,50.7,49.3,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,19.1,19.1,20.1,21.1,23.6,25.5,25.5,20.6,-0.5,82.0,96.0,100.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,5.9,0.0,0.0,3.7,4.1,10.4,21.1,25.5,46.0,100.0,60.0,5.9,50,11.7,17.6,17.9,40.9,27.1,LOW,6.1,LOW,23.1,LOW,4.3,LOW,100.0,VERY_HIGH,25.7,LOW,22.7,27.6,25.3,29.3,low_failure_risk_non_rain,85.0,7.1,4.0,1.4,2.5,7,5,6,6,4,6,TRUSTED,GREEN,analog_memory_blend_route,71.0,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.5,25.6,1015.4,936.2,104.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,01:00,2026-09-19T01:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,35.3,64.7,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.9,18.9,19.8,20.8,23.5,25.8,25.8,20.3,-0.5,82.0,94.0,100.0,98.0,4.0,0.0,0.0,0.0,0.0,0.1,1.5,1.5,13.9,0.0,0.0,1.8,3.2,9.7,20.8,25.8,52.0,100.0,80.0,13.9,50,13.0,20.5,20.9,50.5,31.7,LOW,6.6,LOW,21.6,LOW,5.7,LOW,100.0,VERY_HIGH,25.9,LOW,27.8,32.2,30.2,36.4,category_disagreement_error,76.0,10.3,7.8,3.1,2.8,6,5,5,5,3,6,TRUSTED,GREEN,analog_memory_blend_route,67.0,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.4,25.6,1015.2,936.0,166.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,02:00,2026-09-19T02:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Hujan Ringan,47.9,52.1,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.8,18.8,18.9,20.5,23.2,25.8,25.8,20.0,-0.5,83.0,95.0,100.0,99.0,4.0,0.0,0.0,0.0,0.1,0.3,1.3,1.3,26.6,0.0,0.0,1.8,3.9,7.6,20.5,25.8,61.0,90.0,5420.0,26.6,50,60.6,71.9,42.2,44.3,37.2,MEDIUM,5.7,LOW,16.9,LOW,6.7,LOW,53.8,MEDIUM,26.8,LOW,23.5,28.8,28.7,31.8,low_failure_risk_non_rain,64.7,12.3,14.8,5.9,2.3,6,5,4,5,1,5,TRUSTED,GREEN,analog_memory_blend_route,70.4,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 1.0, max rain 0.9 mm.",20.2,25.3,1014.9,935.6,178.0,0.0,ok,8,1.0,0.9,0.9,100.0,100.0,45.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,03:00,2026-09-19T03:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Hujan Ringan,47.9,52.1,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.6,18.6,18.7,20.3,22.9,25.7,25.7,19.8,-0.5,85.0,96.0,99.0,100.0,4.0,0.0,0.0,0.0,0.1,0.5,1.3,1.3,31.0,0.0,0.0,2.9,4.7,7.9,20.3,25.7,71.0,80.0,7320.0,31.0,50,61.5,60.4,30.1,44.7,39.6,MEDIUM,5.6,LOW,17.6,LOW,6.6,LOW,34.8,LOW,27.8,LOW,23.5,29.0,29.4,32.2,general_uncertainty,60.8,13.4,16.8,6.7,2.3,6,5,4,5,0,5,TRUSTED,GREEN,analog_memory_blend_route,70.5,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.75, max rain 0.2 mm.",20.1,24.9,1014.8,935.5,146.0,0.0,ok,8,0.75,0.2,0.2,100.0,75.0,20.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,04:00,2026-09-19T04:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Hujan Ringan,47.9,52.1,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.6,18.6,18.6,20.2,22.7,25.4,25.4,19.7,-0.5,86.0,98.0,98.0,100.0,4.0,0.0,0.0,0.0,0.1,0.6,1.3,1.3,33.4,0.0,0.0,3.7,5.4,8.3,20.2,25.4,75.0,70.0,11920.0,33.4,50,31.7,48.5,36.3,44.9,41.2,MEDIUM,5.6,LOW,18.4,LOW,5.2,LOW,0.0,LOW,28.4,LOW,23.5,29.1,29.7,32.3,general_uncertainty,58.7,13.9,18.0,7.2,2.2,6,4,4,5,0,5,TRUSTED,GREEN,analog_memory_blend_route,70.6,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.5, max rain 0.1 mm.",20.0,24.5,1014.9,935.5,150.0,0.0,ok,8,0.5,0.1,0.1,32.5,50.0,32.1,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,05:00,2026-09-19T05:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,33.9,66.1,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.0,18.0,18.5,20.3,22.6,25.4,25.4,19.8,-0.5,84.0,98.0,99.0,100.0,4.0,0.0,0.0,0.0,0.0,0.1,0.5,0.5,22.9,0.0,0.0,3.2,5.9,9.7,20.3,25.4,70.0,50.0,11600.0,22.9,50,14.4,21.8,21.1,51.2,35.1,MEDIUM,4.1,LOW,21.6,LOW,5.2,LOW,0.0,LOW,27.5,LOW,26.8,30.9,30.4,36.5,category_disagreement_error,67.6,12.3,12.5,5.0,2.6,6,5,4,5,1,6,TRUSTED,GREEN,analog_memory_blend_route,67.2,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",19.8,24.2,1015.2,935.8,156.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,06:00,2026-09-19T06:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,50.0,50.0,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.1,18.1,18.8,20.5,22.5,25.4,25.4,20.0,-0.5,78.0,96.0,99.0,100.0,4.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,19.1,0.0,0.0,3.6,6.6,11.5,20.5,25.4,58.0,20.0,10920.0,19.1,50,13.5,19.1,17.9,41.3,31.3,LOW,2.7,LOW,25.6,LOW,3.2,LOW,0.0,LOW,25.4,LOW,21.0,25.6,25.5,29.1,low_failure_risk_non_rain,72.3,9.8,11.2,4.5,2.2,6,5,5,6,2,6,TRUSTED,GREEN,analog_memory_blend_route,70.9,0.995,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",19.5,24.1,1015.8,936.3,155.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,07:00,2026-09-19T07:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,50.0,50.0,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,20.6,20.6,21.3,22.2,22.9,25.3,25.3,21.7,-0.5,72.0,92.0,98.0,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,8.9,0.0,0.0,4.0,6.8,13.3,22.2,25.3,46.0,60.0,17640.0,8.9,50,11.0,16.5,17.1,40.2,25.2,LOW,2.7,LOW,29.6,LOW,0.0,LOW,0.0,LOW,24.1,LOW,20.8,25.0,23.9,28.2,low_failure_risk_non_rain,82.7,7.4,5.4,2.2,2.3,7,5,6,7,4,7,TRUSTED,GREEN,analog_memory_blend_route,71.2,0.995,0.0,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",19.8,25.6,1016.4,937.2,120.0,0.8,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,08:00,2026-09-19T08:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,STABLE_LOW_RAIN,HIGH,Cerah Berawan,50.7,49.3,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,23.2,23.2,23.4,25.3,25.9,26.0,26.0,25.3,0.0,57.0,80.0,94.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,4.0,6.5,14.4,25.3,26.0,37.0,100.0,22840.0,1.8,50,8.5,14.1,16.4,39.0,19.2,LOW,2.7,LOW,32.0,LOW,0.0,LOW,0.0,LOW,21.6,LOW,20.3,24.3,22.5,27.2,low_failure_risk_non_rain,87.0,5.4,4.0,1.4,2.2,8,6,7,7,5,7,TRUSTED,GREEN,analog_memory_blend_route,71.4,0.995,0.0,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.",Faktor pengubah utama belum dominan; forecast relatif dikendalikan oleh consensus source.,Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer STABLE_LOW_RAIN; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",19.6,27.7,1016.5,937.9,119.0,2.7,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
2026-09-19,09:00,2026-09-19T09:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,STABLE_LOW_RAIN,HIGH,Cerah,47.4,52.6,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,25.4,25.4,25.7,26.7,27.4,29.2,29.2,26.7,0.0,49.0,68.0,87.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,4.0,7.9,16.9,27.88,29.8,15.0,100.0,24140.0,2.2,50,7.6,13.7,16.9,41.0,17.4,LOW,2.8,LOW,37.6,MEDIUM,31.1,LOW,0.0,LOW,17.0,LOW,21.4,25.2,23.4,28.6,low_failure_risk_non_rain,86.6,5.7,4.1,1.3,2.3,6,6,7,6,7,6,TRUSTED,GREEN,analog_memory_blend_route,70.5,0.995,0.0,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer STABLE_LOW_RAIN; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",19.3,29.9,1016.4,938.3,100.0,5.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,1584,observation_verified,Decision support only; not an official warning.
