target_date,jam,target_datetime,lead_hours,lead_bucket,mission,location_personality,microclimate_profile,atmospheric_mode,predictability,dominant_category,dominant_category_probability,category_disagreement,sources_used,source_ids,coverage_fraction,temp_p05,temp_p10,temp_p25,temp_p50,temp_p75,temp_p90,temp_p95,temp_micro_p50,temp_micro_adjustment,rh_p10,rh_p50,rh_p90,rh_micro_p50,rh_micro_adjustment,rain_p05,rain_p10,rain_p25,rain_p50,rain_p75,rain_p90,rain_p95,prob_rain,prob_moderate_heavy_rain,prob_heavy_rain,wind_p50,wind_p90,gust_p90,heat_index_p50,heat_index_p90,cloud_p50,cape_p50,visibility_p10,analog_probability,analog_cases,direct_hit_risk,nearby_rain_risk,rain_displacement_risk,spatial_uncertainty,rain_threat_score,rain_threat_level,heavy_rain_threat_score,heavy_rain_threat_level,wind_threat_score,wind_threat_level,heat_discomfort_threat_score,heat_discomfort_threat_level,low_visibility_threat_score,low_visibility_threat_level,thunderstorm_proxy_threat_score,thunderstorm_proxy_threat_level,uncertainty_score,forecast_stress_index,forecast_failure_risk,self_doubt_score,main_failure_mode,scenario_dry_miss,scenario_nearby_rain_only,scenario_direct_light_rain,scenario_direct_moderate_rain,scenario_convective_burst,walking_score,motorbike_score,outdoor_event_score,fieldwork_score,laundry_score,sport_score,trust_level,operational_status,autopilot_route,confidence_score_base,source_health_mean,gap_mean_minutes,decision_recommendation,expert_council,counterfactual_summary,forecast_contract_summary,explanation,dew_point_c,apparent_temperature_c,pressure_msl_hpa,surface_pressure_hpa,wind_direction_deg,uv_index,grid_sampling_status,grid_points_used,grid_rain_point_fraction,grid_max_rain_mm,grid_center_rain_mm,grid_direct_hit_risk,grid_nearby_rain_risk,grid_spatial_uncertainty,sentinel_public_version,official_warning_disclaimer,calibration_status,verification_cases,risk_score_basis,public_safety_note
2026-08-17,00:00,2026-08-17T00:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Berawan,38.2,61.8,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,20.0,20.0,21.1,21.7,22.8,25.6,25.6,21.2,-0.5,91.0,93.0,100.0,97.0,4.0,0.0,0.0,0.0,0.0,0.1,1.6,1.6,15.0,0.0,0.0,2.6,4.1,8.3,21.7,25.6,94.0,440.0,5080.0,15.0,50,13.2,20.6,20.7,49.2,32.1,LOW,9.1,LOW,18.4,LOW,2.4,LOW,57.2,MEDIUM,36.2,MEDIUM,27.4,31.8,30.0,35.6,category_disagreement_error,75.0,10.5,8.4,3.4,2.7,6,5,5,6,0,6,TRUSTED,GREEN,analog_memory_blend_route,67.7,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",21.3,26.4,1015.9,936.8,152.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,01:00,2026-08-17T01:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Berawan,38.2,61.8,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,19.8,19.8,20.6,21.2,22.7,25.6,25.6,20.7,-0.5,90.0,93.0,100.0,97.0,4.0,0.0,0.0,0.0,0.0,0.1,1.8,1.8,15.1,0.0,0.0,2.2,3.7,6.8,21.2,25.6,18.0,300.0,120.0,15.1,50,13.4,20.8,20.9,49.3,32.5,LOW,8.6,LOW,15.1,LOW,2.4,LOW,100.0,VERY_HIGH,26.0,LOW,27.7,32.2,30.3,35.8,category_disagreement_error,74.8,10.6,8.4,3.4,2.8,6,5,5,5,4,6,TRUSTED,GREEN,analog_memory_blend_route,67.6,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",21.1,26.2,1015.8,936.6,262.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,02:00,2026-08-17T02:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,36.5,63.5,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,19.5,19.5,19.8,20.9,22.6,25.6,25.6,20.4,-0.5,90.0,94.0,100.0,98.0,4.0,0.0,0.0,0.0,0.0,0.2,0.3,0.3,15.6,0.0,0.0,1.8,3.5,6.5,20.9,25.6,74.0,260.0,2360.0,15.6,50,12.5,19.5,19.9,48.8,30.1,LOW,5.0,LOW,14.4,LOW,3.4,LOW,84.4,VERY_HIGH,31.1,LOW,25.9,29.5,28.5,34.7,category_disagreement_error,74.7,10.2,8.9,3.6,2.6,7,6,5,6,2,6,TRUSTED,GREEN,analog_memory_blend_route,67.5,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.9,25.8,1015.4,936.2,254.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,03:00,2026-08-17T03:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Hujan Ringan,45.0,55.0,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,19.3,19.3,19.4,20.6,22.4,25.6,25.6,20.1,-0.5,90.0,95.0,99.0,99.0,4.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,22.9,0.0,0.0,1.5,3.4,6.8,20.6,25.6,71.0,250.0,4960.0,22.9,50,14.2,20.4,19.1,44.6,33.6,LOW,4.6,LOW,15.1,LOW,4.4,LOW,58.4,MEDIUM,30.8,LOW,23.2,27.5,27.6,31.8,low_failure_risk_non_rain,68.2,11.3,13.0,5.2,2.3,6,5,5,5,1,6,TRUSTED,GREEN,analog_memory_blend_route,69.6,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.7,25.6,1015.3,936.0,219.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,04:00,2026-08-17T04:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,36.5,63.5,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,19.0,19.0,19.7,20.5,22.4,25.5,25.5,20.0,-0.5,90.0,95.0,99.0,99.0,4.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,15.4,0.0,0.0,2.2,3.9,7.6,20.5,25.5,76.0,190.0,1680.0,15.4,50,12.6,19.5,19.9,48.8,30.2,LOW,4.5,LOW,16.9,LOW,3.3,LOW,91.2,VERY_HIGH,30.1,LOW,25.9,29.5,28.5,34.7,category_disagreement_error,74.9,10.2,8.8,3.5,2.6,7,5,5,6,1,6,TRUSTED,GREEN,analog_memory_blend_route,67.5,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.6,25.4,1015.4,936.0,161.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,05:00,2026-08-17T05:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,36.5,63.5,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.7,18.7,20.0,20.3,22.4,25.4,25.4,19.8,-0.5,90.0,96.0,100.0,100.0,4.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,14.2,0.0,0.0,2.9,4.1,7.6,20.3,25.4,74.0,160.0,3100.0,14.2,50,12.4,19.4,19.8,48.7,29.8,LOW,4.3,LOW,16.9,LOW,3.2,LOW,77.0,HIGH,29.6,LOW,25.9,29.5,28.4,34.7,category_disagreement_error,76.1,9.9,8.1,3.3,2.6,7,5,5,6,2,6,TRUSTED,GREEN,analog_memory_blend_route,67.4,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.6,25.2,1015.7,936.4,187.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,06:00,2026-08-17T06:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,48.8,51.2,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,18.4,18.4,19.9,20.2,22.4,25.3,25.3,19.7,-0.5,88.0,96.0,100.0,100.0,4.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,14.0,0.0,0.0,4.0,4.7,7.9,20.2,25.3,73.0,160.0,3440.0,14.0,50,12.5,18.2,17.9,41.6,29.0,LOW,3.9,LOW,17.6,LOW,2.1,LOW,73.6,HIGH,29.5,LOW,21.9,26.1,25.4,29.5,low_failure_risk_non_rain,77.2,8.8,8.4,3.3,2.3,7,5,5,6,2,6,TRUSTED,GREEN,analog_memory_blend_route,70.5,0.968,0.0,Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.,"Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Risiko relatif terkendali; keputusan normal masih masuk akal dengan pemantauan berkala.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.5,24.9,1016.3,936.8,186.0,0.0,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,07:00,2026-08-17T07:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,HUMID_STABLE_MORNING,HIGH,Cerah Berawan,48.8,51.2,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,20.5,20.5,20.8,20.9,22.7,25.4,25.4,20.4,-0.5,85.0,93.0,99.0,97.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,6.6,0.0,0.0,2.9,5.1,9.4,20.9,25.4,75.0,240.0,5760.0,6.6,50,10.7,16.4,17.3,40.9,24.7,LOW,4.4,LOW,20.9,LOW,0.2,LOW,50.4,MEDIUM,30.6,LOW,21.8,25.8,24.3,28.9,low_failure_risk_non_rain,84.8,7.1,4.1,1.6,2.4,7,6,6,7,2,7,TRUSTED,GREEN,analog_memory_blend_route,71.1,0.968,0.0,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer HUMID_STABLE_MORNING; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",20.7,25.8,1016.9,937.6,194.0,0.4,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,08:00,2026-08-17T08:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,MIXED_LOCAL_ATMOSPHERE,HIGH,Cerah Berawan,48.8,51.2,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,21.9,21.9,22.8,23.4,24.4,25.8,25.8,23.4,0.0,76.0,82.0,97.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.3,0.0,0.0,1.8,5.9,11.2,23.4,25.8,72.0,280.0,7720.0,7.3,50,9.9,15.7,17.1,40.7,22.7,LOW,4.2,LOW,24.9,LOW,0.0,LOW,22.8,LOW,28.8,LOW,21.5,25.4,24.1,28.7,low_failure_risk_non_rain,84.2,7.2,4.5,1.8,2.3,7,6,6,7,3,7,TRUSTED,GREEN,analog_memory_blend_route,70.7,0.968,0.0,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Jika RH turun ±10%, rain support kemungkinan turun signifikan. Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer MIXED_LOCAL_ATMOSPHERE; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",21.0,27.7,1017.2,938.3,105.0,1.9,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
2026-08-17,09:00,2026-08-17T09:00:00+07:00,0.0,lead_0_3h,safety_first,valley_humid_convective,valley_highland,MIXED_LOCAL_ATMOSPHERE,HIGH,Cerah Berawan,48.8,51.2,7,CMA+ECMWF+GFS+ICON+KMA+METEOFRANCE+UKMO,0.778,23.1,23.1,24.4,25.4,26.5,26.8,26.8,25.4,0.0,63.0,71.0,92.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,7.3,0.0,0.0,2.3,6.4,13.7,25.4,30.88,71.0,350.0,12460.0,7.3,50,9.1,15.1,17.2,40.9,20.9,LOW,4.9,LOW,30.4,LOW,43.1,MEDIUM,0.0,LOW,27.8,LOW,21.7,25.6,24.2,28.9,low_failure_risk_non_rain,84.2,7.2,4.4,1.8,2.4,6,6,6,6,3,5,TRUSTED,GREEN,analog_memory_blend_route,70.5,0.968,0.0,"Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Local Signal Analyst: sinyal hujan belum dominan, tetapi tetap membaca tail-risk dari P90/P95. | Uncertainty Auditor: agreement relatif masih dapat diterima untuk keputusan umum. | Analog Memory Analyst: 50 kasus lokal historis/feedback ikut memodifikasi peluang hujan. | Decision Judge: mission=safety_first → Window relatif baik untuk aktivitas luar ruang, tetapi tetap cek update menjelang siang.","Jika kategori antar-source lebih sepakat, trust level akan naik.",Boleh dipakai untuk rencana umum; tetap bukan peringatan resmi cuaca ekstrem.,"Sentinel memilih interpretasi ini karena mode atmosfer MIXED_LOCAL_ATMOSPHERE; 7 source aktif. Grid sampling: nearby rain fraction 0.0, max rain 0 mm.",21.0,29.4,1017.3,938.7,129.0,4.1,ok,8,0.0,0,0,0.0,0.0,0.0,sentinel-x-public-operational-v2,"Bukan peringatan resmi. Untuk cuaca ekstrem, ikuti informasi BMKG dan kondisi setempat.",VERIFIED_ENOUGH_DATA,792,observation_verified,Decision support only; not an official warning.
